DATE,DEPTH,TN
1996-11-12,100,19.3
1996-11-12,300,
1996-11-12,2000,17.2
1996-11-12,2500,16.8
1996-11-12,1500,18.9
1996-11-12,1000,19.7
1996-12-10,2500,45.1
1996-12-10,2000,23.2
1996-12-10,1500,23.1
1996-12-10,300,
1996-12-10,500,22.2
1996-12-10,200,
1996-12-10,1000,23.1
1996-12-10,100,24.4
1997-01-15,2000,26.7
1997-01-15,500,25.3
1997-01-15,200,
1997-01-15,1000,25.9
1997-01-15,300,
1997-01-15,1500,24.7
1997-01-15,100,25.2
1997-01-15,2500,24.3
1997-02-11,1000,24.5
1997-02-11,1500,25.3
1997-02-11,2000,24.3
1997-02-11,100,24.8
1997-02-11,300,
1997-02-11,500,25.0
1997-02-11,2500,25.1
1997-02-11,200,
1997-02-18,2500,17.7
1997-02-18,500,25.5
1997-02-18,200,
1997-02-18,1500,17.8
1997-02-18,2000,17.2
1997-02-18,100,31.5
1997-02-18,1000,22.6
1997-02-18,300,
1997-02-25,2000,16.8
1997-02-25,100,20.8
1997-02-25,500,20.0
1997-02-25,1000,19.6
1997-02-25,200,
1997-02-25,300,
1997-02-25,2500,19.8
1997-02-25,1500,20.3
1997-03-04,1000,21.3
1997-03-04,100,21.1
1997-03-04,1500,21.0
1997-03-04,2500,18.9
1997-03-04,2000,19.8
1997-03-04,200,
1997-03-04,300,
1997-03-04,500,23.1
1997-03-11,100,16.9
1997-03-11,200,
1997-03-11,2000,26.7
1997-03-11,1000,17.1
1997-03-11,1500,22.6
1997-03-11,500,15.1
1997-03-11,2500,22.1
1997-03-11,300,
1997-03-17,100,17.4
1997-03-17,300,
1997-03-17,500,17.6
1997-03-17,2500,24.6
1997-03-17,2000,25.0
1997-03-17,1500,19.9
1997-03-17,1000,16.5
1997-03-17,200,
1997-03-24,500,17.7
1997-03-24,1500,17.4
1997-03-24,1000,16.8
1997-03-24,2500,27.4
1997-03-24,2000,23.8
1997-03-24,300,
1997-03-24,200,
1997-03-24,100,17.1
1997-04-04,2000,25.1
1997-04-04,1500,20.5
1997-04-04,300,
1997-04-04,500,19.7
1997-04-04,2500,23.6
1997-04-04,1000,22.4
1997-04-04,200,
1997-04-04,100,18.5
1997-04-14,100,18.8
1997-04-14,2500,22.6
1997-04-14,1000,18.2
1997-04-14,1500,19.1
1997-04-14,500,23.7
1997-04-14,2000,26.4
1997-04-15,1500,
1997-04-15,2500,
1997-04-15,100,
1997-04-15,1000,
1997-04-15,300,
1997-04-15,200,
1997-04-15,2000,
1997-04-15,500,
1997-04-17,2500,28.3
1997-04-17,1000,22.5
1997-04-17,2000,27.4
1997-04-17,1500,20.4
1997-04-17,300,
1997-04-17,200,
1997-04-17,500,18.0
1997-04-17,100,26.7
1997-04-18,300,
1997-04-18,100,
1997-04-18,1500,
1997-04-18,2000,
1997-04-18,500,
1997-04-18,2500,
1997-04-18,1000,
1997-04-18,200,
1997-04-30,100,
1997-04-30,1500,18.2
1997-04-30,200,
1997-04-30,2000,21.0
1997-04-30,500,16.8
1997-04-30,1000,18.6
1997-04-30,300,
1997-04-30,2500,23.0
1997-05-06,1000,
1997-05-06,500,
1997-05-06,2500,
1997-05-06,1500,
1997-05-06,200,
1997-05-06,2000,
1997-05-06,100,
1997-05-06,300,
1997-05-30,2500,
1997-05-30,1500,
1997-05-30,1000,
1997-05-30,2000,
1997-05-30,100,
1997-05-30,500,
1997-06-05,500,
1997-06-05,2000,
1997-06-05,2500,
1997-06-05,300,
1997-06-05,200,
1997-06-05,100,
1997-06-05,1000,
1997-06-05,1500,
1997-06-18,2500,18.4
1997-06-18,1000,22.5
1997-06-18,1500,19.8
1997-06-18,200,
1997-06-18,500,19.7
1997-06-18,300,
1997-06-18,100,18.5
1997-06-18,2000,26.0
1997-07-02,1000,19.1
1997-07-02,300,
1997-07-02,1500,16.8
1997-07-02,100,18.9
1997-07-02,2000,22.0
1997-07-02,500,19.9
1997-07-02,2500,22.5
1997-07-02,200,
1997-07-09,300,
1997-07-09,200,
1997-07-09,2500,22.7
1997-07-09,500,17.4
1997-07-09,2000,17.3
1997-07-09,1500,18.3
1997-07-09,100,20.3
1997-07-09,1000,17.7
1997-07-15,200,
1997-07-15,1000,19.2
1997-07-15,2500,20.1
1997-07-15,2000,26.2
1997-07-15,300,
1997-07-15,500,20.2
1997-07-15,1500,17.3
1997-07-15,100,20.3
1997-07-23,2000,24.2
1997-07-23,2500,26.1
1997-07-23,1500,21.0
1997-07-23,500,21.7
1997-07-23,300,
1997-07-23,200,
1997-07-23,1000,22.3
1997-07-23,100,24.3
1997-07-30,2000,25.9
1997-07-30,1500,21.4
1997-07-30,200,
1997-07-30,500,20.2
1997-07-30,1000,19.2
1997-07-30,100,22.3
1997-07-30,300,
1997-07-30,2000,19.8
1997-08-05,1000,24.5
1997-08-05,300,
1997-08-05,100,21.2
1997-08-05,2000,21.9
1997-08-05,500,19.9
1997-08-05,200,
1997-08-05,1500,21.7
1997-08-05,2500,25.1
1997-08-12,100,23.8
1997-08-12,1000,18.3
1997-08-12,2500,26.4
1997-08-12,500,20.6
1997-08-12,200,
1997-08-12,2000,19.7
1997-08-12,1500,16.8
1997-08-12,300,
1997-08-18,1000,
1997-08-18,2000,
1997-08-18,1500,
1997-08-18,2500,26.6
1997-08-18,300,
1997-08-18,200,
1997-08-18,100,24.2
1997-08-18,500,
1997-08-25,100,20.9
1997-08-25,500,20.2
1997-08-25,1000,19.3
1997-08-25,2500,24.6
1997-08-25,1500,16.6
1997-08-25,200,
1997-08-25,300,
1997-08-25,2000,16.6
1997-09-01,500,18.4
1997-09-01,300,
1997-09-01,1500,15.3
1997-09-01,2500,22.8
1997-09-01,100,20.8
1997-09-01,200,
1997-09-01,2000,21.5
1997-09-01,1000,20.3
1997-09-08,500,19.9
1997-09-08,2000,17.6
1997-09-08,200,
1997-09-08,1500,17.0
1997-09-08,1500,21.1
1997-09-08,100,24.7
1997-09-08,1000,17.2
1997-09-08,300,
1997-09-18,500,16.3
1997-09-18,200,
1997-09-18,100,19.9
1997-09-18,1000,17.3
1997-09-18,2500,
1997-09-18,1500,16.2
1997-09-18,300,
1997-09-18,2000,17.0
1997-09-25,2400,25.3
1997-09-25,1400,18.8
1997-09-25,900,17.6
1997-09-25,400,19.1
1997-09-25,300,
1997-09-25,100,17.9
1997-09-25,200,
1997-09-25,1900,17.8
1997-10-22,2500,
1997-10-22,1500,
1997-10-22,200,
1997-10-22,100,
1997-10-22,300,
1997-10-22,1000,
1997-10-22,2000,
1997-10-22,500,
1997-11-13,500,22.8
1997-11-13,200,
1997-11-13,2000,22.0
1997-11-13,1000,20.1
1997-11-13,300,
1997-11-13,1500,19.9
1997-11-13,2500,28.4
1997-11-13,100,19.0
1997-12-10,200,
1997-12-10,1000,21.5
1997-12-10,2000,24.9
1997-12-10,1500,21.5
1997-12-10,100,24.4
1997-12-10,300,
1997-12-10,2500,22.1
1997-12-10,500,22.8
1998-01-14,2000,19.0
1998-01-14,100,23.8
1998-01-14,1500,19.6
1998-01-14,1000,23.1
1998-01-14,2500,19.1
1998-01-14,500,23.5
1998-01-14,200,
1998-01-14,300,
1998-02-12,100,23.9
1998-02-12,2500,22.4
1998-02-12,2000,23.2
1998-02-12,1500,23.5
1998-02-12,300,
1998-02-12,200,
1998-02-12,500,24.6
1998-02-12,1000,23.9
1998-02-25,2500,21.5
1998-02-25,1000,21.9
1998-02-25,100,23.7
1998-02-25,2000,22.0
1998-02-25,500,22.1
1998-02-25,200,
1998-02-25,1500,21.8
1998-02-25,300,
1998-03-11,2500,20.7
1998-03-11,200,
1998-03-11,2000,20.4
1998-03-11,300,
1998-03-11,1000,19.6
1998-03-11,1500,19.5
1998-03-11,500,19.0
1998-03-11,100,18.6
1998-03-26,200,
1998-03-26,1000,20.7
1998-03-26,500,17.2
1998-03-26,100,21.5
1998-03-26,2500,25.8
1998-03-26,300,
1998-03-26,1500,19.8
1998-03-26,2000,21.7
1998-04-01,2000,18.2
1998-04-01,100,21.6
1998-04-01,2500,35.0
1998-04-01,500,17.4
1998-04-01,1000,21.2
1998-04-01,1500,21.5
1998-04-01,200,
1998-04-01,300,
1998-04-22,300,
1998-04-22,2000,20.4
1998-04-22,1000,22.0
1998-04-22,200,
1998-04-22,2500,29.1
1998-04-22,100,17.8
1998-04-22,1500,18.5
1998-04-22,500,18.3
1998-05-11,100,25.9
1998-05-11,200,
1998-05-11,1400,20.8
1998-05-11,400,22.9
1998-05-11,900,20.9
1998-05-11,300,
1998-05-11,2400,24.0
1998-05-11,1900,25.5
1998-06-10,300,
1998-06-10,2500,32.9
1998-06-10,1000,19.9
1998-06-10,1500,16.2
1998-06-10,100,21.3
1998-06-10,2000,22.0
1998-06-10,500,19.8
1998-06-10,200,
1998-06-25,2000,25.1
1998-06-25,100,20.2
1998-06-25,500,20.5
1998-06-25,1000,16.1
1998-06-25,300,
1998-06-25,2500,24.3
1998-06-25,1500,19.0
1998-06-25,200,
1998-07-02,200,
1998-07-02,500,20.6
1998-07-02,2500,29.6
1998-07-02,300,
1998-07-02,100,19.9
1998-07-02,1000,21.6
1998-07-02,1500,18.0
1998-07-02,2000,20.1
1998-07-08,2500,32.7
1998-07-08,100,22.7
1998-07-08,300,
1998-07-08,500,19.5
1998-07-08,2000,17.2
1998-07-08,1000,18.6
1998-07-08,1500,23.3
1998-07-08,200,
1998-07-15,100,17.1
1998-07-15,300,
1998-07-15,200,
1998-07-15,500,15.7
1998-07-15,1500,17.7
1998-07-15,2000,18.8
1998-07-15,1000,18.3
1998-07-15,2500,21.5
1998-07-22,200,
1998-07-22,300,
1998-07-22,2500,25.7
1998-07-22,500,21.0
1998-07-22,1500,22.5
1998-07-22,100,21.8
1998-07-22,1000,15.2
1998-07-22,2000,18.2
1998-07-29,1000,18.5
1998-07-29,300,
1998-07-29,2500,19.7
1998-07-29,200,
1998-07-29,2000,19.3
1998-07-29,100,18.0
1998-07-29,500,18.4
1998-07-29,1500,17.6
1998-08-11,1000,20.5
1998-08-11,100,18.8
1998-08-11,500,18.9
1998-08-11,200,
1998-08-11,2500,19.9
1998-08-11,300,
1998-08-11,1500,16.9
1998-08-11,2000,14.7
1998-08-19,1500,19.6
1998-08-19,200,
1998-08-19,2000,14.6
1998-08-19,300,
1998-08-19,2500,17.3
1998-08-19,500,17.5
1998-08-19,1000,18.5
1998-08-19,100,17.8
1998-08-26,1000,
1998-08-26,1500,
1998-08-26,2500,
1998-08-26,200,
1998-08-26,2000,
1998-08-26,500,
1998-08-26,300,
1998-08-26,100,18.4
1998-09-01,2000,42.3
1998-09-01,1500,30.7
1998-09-01,500,30.4
1998-09-01,1000,28.1
1998-09-01,100,33.6
1998-09-08,200,
1998-09-08,500,16.3
1998-09-08,1900,16.3
1998-09-08,300,
1998-09-08,100,19.3
1998-09-08,2400,18.5
1998-09-08,1400,15.4
1998-09-08,900,18.3
1998-09-16,200,
1998-09-16,2000,15.6
1998-09-16,1500,16.6
1998-09-16,500,18.3
1998-09-16,2500,24.9
1998-09-16,1000,16.6
1998-09-16,300,
1998-09-16,100,21.3
1998-09-21,2000,17.0
1998-09-21,100,26.3
1998-09-21,300,
1998-09-21,1500,16.7
1998-09-21,500,18.0
1998-09-21,200,
1998-09-21,1000,17.4
1998-09-21,2500,31.4
1998-10-15,2500,20.6
1998-10-15,100,20.4
1998-10-15,2000,20.3
1998-10-15,509,21.3
1998-10-15,300,
1998-10-15,1000,20.4
1998-10-15,1500,21.5
1998-10-15,200,
1998-11-03,1510,23.0
1998-11-03,200,
1998-11-03,110,21.3
1998-11-03,2500,23.4
1998-11-03,300,
1998-11-03,2000,22.7
1998-11-03,509,22.7
1998-11-03,1010,22.5
1998-12-08,300,
1998-12-08,1000,24.0
1998-12-08,2500,30.2
1998-12-08,2000,21.5
1998-12-08,200,
1998-12-08,500,25.9
1998-12-08,1500,20.1
1998-12-08,100,25.8
1999-01-26,2000,27.7
1999-01-26,1500,27.6
1999-01-26,2500,30.1
1999-01-26,500,28.9
1999-01-26,100,28.7
1999-01-26,1000,29.9
1999-02-12,1500,31.0
1999-02-12,2500,31.1
1999-02-12,1000,30.8
1999-02-12,2000,28.7
1999-02-12,500,31.3
1999-02-12,100,29.6
1999-03-25,100,30.1
1999-03-25,1000,30.6
1999-03-25,500,30.1
1999-03-25,2500,30.3
1999-03-25,2000,25.6
1999-03-25,1500,26.6
1999-04-27,500,24.5
1999-04-27,2500,30.8
1999-04-27,1000,23.2
1999-04-27,2000,28.7
1999-04-27,100,30.1
1999-04-27,1500,28.9
1999-05-25,2000,23.4
1999-05-25,500,25.9
1999-05-25,2500,29.9
1999-05-25,1500,21.9
1999-05-25,100,19.7
1999-05-25,1000,21.7
1999-06-18,2000,37.4
1999-06-18,2500,38.5
1999-06-18,100,20.6
1999-06-18,1000,25.2
1999-06-18,500,38.6
1999-06-18,1500,25.6
1999-07-15,1000,22.7
1999-07-15,100,22.5
1999-07-15,500,23.1
1999-07-15,2000,30.9
1999-07-15,1500,24.8
1999-07-15,2500,28.9
1999-08-17,500,21.6
1999-08-17,1000,20.3
1999-08-17,1500,19.8
1999-08-17,100,23.1
1999-08-17,2500,28.4
1999-08-17,2000,20.5
1999-09-17,1000,24.9
1999-09-17,100,30.2
1999-09-17,1500,20.4
1999-09-17,500,25.6
1999-09-17,2000,18.0
1999-09-17,2500,21.8
1999-10-18,500,27.1
1999-10-18,2500,25.0
1999-10-18,1000,22.1
1999-10-18,2000,20.9
1999-10-18,1500,23.3
1999-10-18,100,29.3
1999-11-16,100,27.5
1999-11-16,2000,16.1
1999-11-16,2500,24.2
1999-11-16,500,19.2
1999-11-16,1500,15.1
1999-11-16,1000,18.4
1999-12-15,1000,22.5
1999-12-15,2000,27.5
1999-12-15,2500,21.5
1999-12-15,500,24.2
1999-12-15,1500,25.0
1999-12-15,100,29.2
2000-01-18,2500,25.4
2000-01-18,1000,32.5
2000-01-18,100,31.8
2000-01-18,1500,27.2
2000-01-18,500,30.1
2000-01-18,2000,26.7
2000-02-08,2500,29.6
2000-02-08,500,27.9
2000-02-08,1000,29.5
2000-02-08,1500,27.6
2000-02-08,100,27.0
2000-02-08,2000,26.7
2000-03-15,1500,32.3
2000-03-15,1000,37.2
2000-03-15,500,41.1
2000-03-15,100,33.8
2000-03-15,2500,33.8
2000-03-15,2000,36.4
2000-04-17,100,25.2
2000-04-17,500,20.8
2000-04-17,2000,26.7
2000-04-17,1500,22.2
2000-04-17,1000,19.3
2000-04-17,2500,25.4
2000-05-17,1000,16.1
2000-05-17,1500,16.6
2000-05-17,100,17.2
2000-05-17,2500,28.5
2000-05-17,2000,22.6
2000-05-17,500,15.4
2000-06-28,2500,21.5
2000-06-28,100,21.4
2000-06-28,2000,19.1
2000-06-28,1500,17.9
2000-06-28,1000,25.3
2000-06-28,500,22.9
2000-07-12,1500,25.7
2000-07-12,2500,22.2
2000-07-12,100,25.7
2000-07-12,1000,20.1
2000-07-12,500,30.4
2000-07-12,2000,18.3
2000-08-08,1500,20.1
2000-08-08,2000,16.8
2000-08-08,500,24.7
2000-08-08,2500,19.1
2000-08-08,100,23.2
2000-08-08,1000,20.8
2000-09-27,1500,18.2
2000-09-27,1000,17.9
2000-09-27,2000,17.0
2000-09-27,2500,25.2
2000-09-27,100,18.0
2000-09-27,500,20.6
2000-10-24,2500,43.2
2000-10-24,1000,21.9
2000-10-24,2000,25.7
2000-10-24,1500,25.8
2000-10-24,500,28.2
2000-10-24,100,24.6
2000-11-28,1000,23.7
2000-11-28,100,40.5
2000-11-28,1500,20.2
2000-11-28,2500,42.8
2000-11-28,500,22.2
2000-11-28,2000,22.0
2000-12-18,2500,26.0
2000-12-18,1500,24.0
2000-12-18,1000,25.2
2000-12-18,100,32.5
2000-12-18,2000,23.5
2000-12-18,500,22.4
2001-01-16,500,23.5
2001-01-16,1500,21.8
2001-01-16,2000,23.5
2001-01-16,1000,21.6
2001-01-16,2500,27.0
2001-01-16,100,24.4
2001-02-15,500,27.8
2001-02-15,2000,23.1
2001-02-15,1000,24.0
2001-02-15,1500,22.8
2001-02-15,2500,25.5
2001-02-15,100,22.5
2001-03-13,2000,25.2
2001-03-13,500,25.9
2001-03-13,1500,27.1
2001-03-13,1000,27.7
2001-03-13,100,31.2
2001-03-13,2500,26.4
2001-04-18,1000,21.6
2001-04-18,2500,35.8
2001-04-18,500,23.0
2001-04-18,100,23.4
2001-04-18,2000,19.4
2001-04-18,1500,20.0
2001-05-31,2000,30.5
2001-05-31,1000,22.4
2001-05-31,1500,33.3
2001-05-31,100,20.2
2001-05-31,2500,32.7
2001-05-31,500,22.8
2001-06-28,500,40.1
2001-06-28,2500,34.9
2001-06-28,1500,32.8
2001-06-28,1000,28.4
2001-06-28,100,39.3
2001-06-28,2000,30.9
2001-07-11,100,30.2
2001-07-11,500,24.7
2001-07-11,2000,20.9
2001-07-11,2500,27.4
2001-07-11,1500,21.3
2001-07-11,1000,23.1
2001-08-09,500,20.8
2001-08-09,1500,26.2
2001-08-09,100,25.2
2001-08-09,1000,20.3
2001-08-09,2000,22.9
2001-08-09,2500,25.5
2001-09-10,100,25.8
2001-09-10,1500,20.5
2001-09-10,500,31.1
2001-09-10,1000,27.8
2001-09-10,2000,17.5
2001-09-10,2500,27.6
2001-10-16,1000,18.4
2001-10-16,2500,40.0
2001-10-16,100,22.4
2001-10-16,2000,21.4
2001-10-16,1500,21.6
2001-10-16,500,21.0
2001-11-06,2500,24.2
2001-11-06,2000,31.6
2001-11-06,1000,22.0
2001-11-06,100,43.6
2001-11-06,1500,33.2
2001-11-06,500,26.4
2001-12-13,500,24.7
2001-12-13,1000,24.1
2001-12-13,1500,25.3
2001-12-13,2000,22.2
2001-12-13,2500,24.3
2001-12-13,100,30.6
2002-01-08,100,26.0
2002-01-08,500,27.2
2002-01-08,1500,27.9
2002-01-08,1000,23.8
2002-01-08,2000,27.2
2002-01-08,2500,34.0
2002-02-21,2500,26.1
2002-02-21,2000,26.2
2002-02-21,500,27.1
2002-02-21,100,28.3
2002-02-21,1500,27.0
2002-02-21,1000,30.7
2002-03-11,2500,26.9
2002-03-11,500,28.6
2002-03-11,100,39.9
2002-03-11,2000,25.7
2002-03-11,1500,26.6
2002-03-11,1000,28.4
2002-04-10,1500,19.7
2002-04-10,2500,28.4
2002-04-10,2000,19.4
2002-04-10,500,19.0
2002-04-10,100,20.4
2002-04-10,1000,19.1
2002-05-21,2000,27.2
2002-05-21,100,21.1
2002-05-21,2500,32.5
2002-05-21,1500,18.8
2002-05-21,1000,18.2
2002-05-21,500,19.1
2002-06-18,100,18.4
2002-06-18,500,19.5
2002-06-18,1000,19.0
2002-06-18,2000,26.2
2002-06-18,2500,25.8
2002-06-18,1500,19.7
2002-07-09,1500,19.2
2002-07-09,2000,25.2
2002-07-09,500,22.3
2002-07-09,2500,24.8
2002-07-09,100,23.1
2002-07-09,1000,20.9
2002-08-20,2500,30.2
2002-08-20,100,20.8
2002-08-20,500,26.6
2002-08-20,1500,17.1
2002-08-20,1000,18.0
2002-08-20,2000,18.4
2002-09-17,500,25.6
2002-09-17,2500,36.0
2002-09-17,100,23.1
2002-09-17,1000,22.5
2002-09-17,2000,22.9
2002-09-17,1500,19.0
2002-10-15,1000,24.6
2002-10-15,1500,22.6
2002-10-15,2500,41.7
2002-10-15,100,31.9
2002-10-15,500,25.4
2002-10-15,2000,28.9
2002-11-19,1000,25.2
2002-11-19,500,21.6
2002-11-19,1500,22.2
2002-11-19,2500,30.9
2002-11-19,2000,29.5
2002-11-19,100,21.5
2002-12-17,1000,24.9
2002-12-17,2500,23.3
2002-12-17,2000,23.7
2002-12-17,100,24.8
2002-12-17,1500,28.7
2002-12-17,500,26.2
2003-01-23,1500,20.5
2003-01-23,100,30.5
2003-01-23,1000,26.3
2003-01-23,2000,18.1
2003-01-23,500,25.7
2003-01-23,2500,19.4
2003-02-18,100,25.5
2003-02-18,500,25.9
2003-02-18,1000,25.1
2003-02-18,2500,24.2
2003-02-18,1500,25.7
2003-02-18,2000,22.8
2003-03-11,2500,22.8
2003-03-11,100,20.9
2003-03-11,500,18.6
2003-03-11,2000,18.7
2003-03-11,1500,18.9
2003-03-11,1000,20.4
2003-04-24,100,20.7
2003-04-24,2500,21.1
2003-04-24,500,18.5
2003-04-24,1500,19.2
2003-04-24,2000,15.8
2003-04-24,1000,21.8
2003-05-13,1500,16.4
2003-05-13,2000,18.7
2003-05-13,500,21.2
2003-05-13,1000,19.3
2003-05-13,2500,21.8
2003-05-13,100,17.4
2003-06-17,2500,17.8
2003-06-17,500,18.8
2003-06-17,100,21.0
2003-06-17,2000,18.6
2003-06-17,1500,16.7
2003-06-17,1000,18.4
2003-07-15,2000,21.7
2003-07-15,1500,19.2
2003-07-15,1000,18.1
2003-07-15,2500,23.4
2003-07-15,100,21.0
2003-07-15,500,19.0
2003-08-13,500,20.0
2003-08-13,100,24.4
2003-08-13,1500,22.1
2003-08-13,2500,26.9
2003-08-13,2000,17.9
2003-08-13,1000,29.8
2003-09-08,1000,30.5
2003-09-08,2500,30.6
2003-09-08,500,23.1
2003-09-08,1500,19.2
2003-09-08,2000,18.2
2003-09-08,100,22.5
2003-10-14,2500,34.6
2003-10-14,2000,28.6
2003-10-14,500,24.6
2003-10-14,1000,25.2
2003-10-14,100,22.1
2003-10-14,1500,21.2
2003-11-12,1500,26.2
2003-11-12,500,28.0
2003-11-12,2500,32.9
2003-11-12,2000,30.2
2003-11-12,100,29.6
2003-11-12,1000,22.6
2003-12-04,1000,25.0
2003-12-04,2500,37.6
2003-12-04,500,27.1
2003-12-04,2000,24.7
2003-12-04,1500,25.3
2003-12-04,100,26.1
2004-01-20,2500,23.5
2004-01-20,1500,23.2
2004-01-20,500,24.1
2004-01-20,1000,22.7
2004-01-20,100,33.2
2004-01-20,2000,23.8
2004-02-18,1000,31.1
2004-02-18,500,30.1
2004-02-18,2500,30.1
2004-02-18,100,30.4
2004-02-18,1500,31.1
2004-02-18,2000,30.9
2004-03-16,100,24.2
2004-03-16,2000,23.7
2004-03-16,2500,27.9
2004-03-16,1500,22.6
2004-03-16,1000,22.7
2004-03-16,500,33.4
2004-04-15,2500,23.1
2004-04-15,1000,19.4
2004-04-15,100,21.1
2004-04-15,1500,18.2
2004-04-15,500,18.5
2004-04-15,2000,20.3
2004-05-11,500,25.8
2004-05-11,2000,21.9
2004-05-11,100,28.6
2004-05-11,1500,27.1
2004-05-11,2500,29.5
2004-05-11,1000,28.2
2004-06-21,1500,22.5
2004-06-21,2500,24.4
2004-06-21,500,22.3
2004-06-21,2000,25.3
2004-06-21,1000,22.5
2004-06-21,100,28.4
2004-07-13,1000,20.6
2004-07-13,2500,25.7
2004-07-13,500,27.0
2004-07-13,1500,26.3
2004-07-13,2000,27.3
2004-07-13,100,22.1
2004-08-10,2000,16.9
2004-08-10,500,18.9
2004-08-10,1500,19.7
2004-08-10,1000,19.7
2004-08-10,2500,17.4
2004-08-10,100,19.2
2004-09-13,1000,19.6
2004-09-13,1500,17.4
2004-09-13,100,21.0
2004-09-13,2000,16.3
2004-09-13,2500,15.1
2004-09-13,500,22.0
2004-10-13,1000,19.8
2004-10-13,500,16.8
2004-10-13,2000,18.5
2004-10-13,2500,23.1
2004-10-13,1500,20.2
2004-10-13,100,17.7
2004-11-09,2500,30.0
2004-11-09,2000,23.9
2004-11-09,100,26.3
2004-11-09,1500,24.1
2004-11-09,1000,21.5
2004-11-09,500,24.1
2004-12-15,500,21.2
2004-12-15,2500,29.3
2004-12-15,100,23.9
2004-12-15,2000,21.1
2004-12-15,1000,20.8
2004-12-15,1500,29.0
2005-01-18,100,22.8
2005-01-18,2000,21.5
2005-01-18,2500,21.3
2005-01-18,500,24.2
2005-01-18,1000,22.7
2005-01-18,1500,22.8
2005-02-22,1500,23.5
2005-02-22,2500,26.8
2005-02-22,1000,22.8
2005-02-22,500,23.4
2005-02-22,2000,23.6
2005-02-22,100,22.3
2005-03-29,1500,
2005-03-29,2000,
2005-03-29,500,
2005-03-29,1000,
2005-03-29,2500,
2005-03-29,100,
2005-04-26,1000,28.2
2005-04-26,100,34.0
2005-04-26,500,29.9
2005-04-26,2500,34.1
2005-04-26,2000,33.3
2005-04-26,1500,27.8
2005-05-20,500,24.6
2005-05-20,2500,26.8
2005-05-20,2000,31.8
2005-05-20,1000,33.8
2005-05-20,100,28.7
2005-05-20,1500,33.8
2005-06-21,2500,20.8
2005-06-21,100,20.2
2005-06-21,2000,22.4
2005-06-21,1000,19.6
2005-06-21,1500,19.9
2005-06-21,500,23.6
2005-07-28,100,21.3
2005-07-28,1000,21.3
2005-07-28,500,23.1
2005-07-28,2500,27.6
2005-07-28,2000,21.8
2005-07-28,1500,20.2
2005-08-11,2000,28.2
2005-08-11,1000,23.6
2005-08-11,1500,23.4
2005-08-11,100,26.2
2005-08-11,2500,32.7
2005-08-11,500,30.4
2005-09-14,1500,20.6
2005-09-14,2500,28.4
2005-09-14,100,21.9
2005-09-14,1000,23.8
2005-09-14,2000,19.6
2005-09-14,500,22.3
2005-10-26,500,21.5
2005-10-26,2000,20.1
2005-10-26,2500,44.5
2005-10-26,100,19.0
2005-10-26,1000,20.4
2005-10-26,1500,16.9
2005-11-15,500,28.3
2005-11-15,1500,30.4
2005-11-15,1000,27.5
2005-11-15,2000,28.1
2005-11-15,100,29.8
2005-11-15,2500,23.7
2005-12-13,2000,27.9
2005-12-13,100,26.1
2005-12-13,1500,23.4
2005-12-13,2500,32.9
2005-12-13,500,29.1
2005-12-13,1000,28.4
2006-01-17,1500,24.92
2006-01-17,100,34.13
2006-01-17,1000,23.72
2006-01-17,2500,24.09
2006-01-17,2000,25.0
2006-01-17,500,26.21
2006-02-14,100,21.15
2006-02-14,2000,21.98
2006-02-14,1500,21.24
2006-02-14,1000,21.8
2006-02-14,2500,24.52
2006-02-14,500,23.34
2006-03-14,1000,21.5
2006-03-14,500,21.8
2006-03-14,2500,24.2
2006-03-14,2000,22.7
2006-03-14,1500,21.5
2006-03-14,100,23.4
2006-04-21,2500,21.7
2006-04-21,500,29.1
2006-04-21,1000,20.0
2006-04-21,2000,19.7
2006-04-21,1500,17.5
2006-04-21,100,25.8
2006-05-17,2000,21.2
2006-05-17,1500,19.2
2006-05-17,1000,21.4
2006-05-17,2500,33.2
2006-05-17,100,20.1
2006-05-17,500,21.9
2006-06-21,1000,28.8
2006-06-21,100,25.2
2006-06-21,2000,26.1
2006-06-21,1500,25.4
2006-06-21,2500,25.3
2006-06-21,500,28.1
2006-07-27,1000,34.06
2006-07-27,100,34.3
2006-07-27,2000,32.06
2006-07-27,1500,28.48
2006-07-27,2500,32.72
2006-07-27,500,32.04
2006-08-17,2500,34.72
2006-08-17,2000,42.7
2006-08-17,1000,31.77
2006-08-17,100,30.65
2006-08-17,1500,33.14
2006-08-17,500,33.43
2006-09-20,2000,23.23
2006-09-20,2500,23.68
2006-09-20,1500,22.12
2006-09-20,100,27.28
2006-09-20,500,20.62
2006-09-20,1000,28.56
2006-10-11,2500,
2006-10-11,100,25.91
2006-10-11,1000,21.11
2006-10-11,500,25.02
2006-10-11,1500,
2006-10-11,2000,
2006-11-14,500,21.31
2006-11-14,1500,20.75
2006-11-14,1000,21.6
2006-11-14,2000,24.45
2006-11-14,100,26.42
2006-11-14,2500,35.42
2006-12-12,2500,22.54
2006-12-12,1000,30.04
2006-12-12,500,25.63
2006-12-12,100,33.39
2006-12-12,1500,23.3
2006-12-12,2000,22.4
2007-02-22,2500,35.1
2007-02-22,2000,35.2
2007-02-22,1000,35.9
2007-02-22,1500,35.1
2007-02-22,500,41.5
2007-02-22,100,45.5
2007-03-15,2500,39.7
2007-03-15,100,39.6
2007-03-15,1000,33.2
2007-03-15,1500,31.5
2007-03-15,500,39.9
