DATE,DEPTH,PO4
1972-03-08,2600,
1972-03-08,500,
1972-03-08,1000,
1972-04-04,2000,
1972-04-04,2600,
1972-04-04,100,
1972-04-04,1500,
1972-04-04,500,
1972-04-04,1000,
1972-05-05,1300,
1972-05-05,500,
1972-05-05,1500,
1972-05-05,2600,
1972-05-05,800,
1972-05-05,1000,
1972-05-05,2000,
1972-05-05,1700,
1972-05-05,100,
1972-06-12,1000,
1972-06-12,500,
1972-06-12,2000,
1972-06-12,500,
1972-06-12,400,
1972-06-12,2600,
1972-06-12,1500,
1972-06-12,100,
1972-08-17,1000,
1972-08-17,500,
1972-08-17,2000,
1972-08-17,100,
1972-08-17,2600,
1972-08-17,1500,
1972-09-11,1900,
1972-09-11,500,
1972-09-11,1400,
1972-09-11,2000,
1972-09-11,1500,
1972-09-11,2600,
1972-09-11,1000,
1972-09-11,100,
1972-09-11,1700,
1972-10-16,1300,
1972-10-16,1000,
1972-10-16,100,
1972-10-16,1800,
1972-10-16,1500,
1972-10-16,500,
1972-10-16,2600,
1972-10-16,2000,
1972-10-16,2100,
1972-11-08,1500,
1972-11-08,2600,
1972-11-08,2000,
1972-11-08,900,
1972-11-08,500,
1972-11-08,1000,
1972-11-08,100,
1972-11-08,700,
1972-11-30,2600,
1972-11-30,1000,
1972-11-30,2000,
1972-11-30,500,
1972-11-30,1500,
1972-11-30,100,
1973-01-11,2600,
1973-01-11,1000,
1973-01-11,1500,
1973-01-11,2000,
1973-01-11,100,
1973-01-11,500,
1973-02-06,2600,
1973-02-06,1500,
1973-02-06,1300,
1973-02-06,500,
1973-02-06,2000,
1973-02-06,1000,
1973-02-06,100,
1973-02-06,1100,
1973-02-06,1700,
1973-03-07,1100,
1973-03-07,1300,
1973-03-07,1000,
1973-03-07,100,
1973-03-07,2000,
1973-03-07,1400,
1973-03-07,500,
1973-03-07,2600,
1973-03-07,1500,
1973-04-02,2000,
1973-04-02,1000,
1973-04-02,2600,
1973-04-02,100,
1973-04-02,1500,
1973-04-02,500,
1973-05-02,100,
1973-05-02,500,
1973-05-02,1000,
1973-05-02,2600,
1973-05-02,1500,
1973-05-02,1300,
1973-05-02,2000,
1973-05-28,100,
1973-05-28,2600,
1973-05-28,500,
1973-05-28,200,
1973-05-28,1000,
1973-05-28,400,
1973-05-28,2000,
1973-05-28,1500,
1973-07-05,1000,
1973-07-05,1100,
1973-07-05,1300,
1973-07-05,2600,
1973-07-05,500,
1973-07-05,100,
1973-07-05,2000,
1973-07-05,1500,
1973-07-30,1500,
1973-07-30,100,
1973-07-30,1400,
1973-07-30,2000,
1973-07-30,900,
1973-07-30,1000,
1973-07-30,2600,
1973-07-30,1200,
1973-07-30,500,
1973-09-05,500,
1973-09-05,2600,
1973-09-05,100,
1973-09-05,1500,
1973-09-05,2000,
1973-09-05,1000,
1973-10-05,2600,
1973-10-05,1000,
1973-10-05,500,
1973-10-05,100,
1973-10-05,1500,
1973-10-05,2000,
1973-10-31,100,
1973-10-31,1800,
1973-10-31,1500,
1973-10-31,500,
1973-10-31,1000,
1973-10-31,2000,
1973-10-31,2600,
1973-12-05,1500,
1973-12-05,2600,
1973-12-05,1000,
1973-12-05,2000,
1973-12-05,100,
1973-12-05,500,
1974-01-10,100,
1974-01-10,500,
1974-01-10,1000,
1974-01-10,2600,
1974-01-10,1500,
1974-01-10,2000,
1974-02-06,1500,
1974-02-06,100,
1974-02-06,1000,
1974-02-06,2600,
1974-02-06,2000,
1974-02-06,500,
1974-03-13,100,
1974-03-13,1500,
1974-03-13,1000,
1974-03-13,2600,
1974-03-13,500,
1974-03-13,2000,
1974-04-05,1000,
1974-04-05,500,
1974-04-05,2600,
1974-04-05,2000,
1974-04-05,100,
1974-04-05,1500,
1974-05-13,500,
1974-05-13,2000,
1974-05-13,2600,
1974-05-13,2200,
1974-05-13,1500,
1974-05-13,2400,
1974-05-13,1000,
1974-05-13,100,
1974-06-05,500,
1974-06-05,1000,
1974-06-05,1500,
1974-06-05,1700,
1974-06-05,2000,
1974-06-05,2100,
1974-06-05,1400,
1974-06-05,100,
1974-06-05,2600,
1974-07-02,1500,
1974-07-02,1200,
1974-07-02,500,
1974-07-02,900,
1974-07-02,1400,
1974-07-02,2000,
1974-07-02,100,
1974-07-02,2600,
1974-07-02,1000,
1974-08-20,800,
1974-08-20,2600,
1974-08-20,1500,
1974-08-20,2000,
1974-08-20,700,
1974-08-20,100,
1974-08-20,500,
1974-08-20,1000,
1974-09-09,100,
1974-09-09,2600,
1974-09-09,1000,
1974-09-09,2000,
1974-09-09,500,
1974-09-09,1500,
1974-10-01,2000,
1974-10-01,100,
1974-10-01,500,
1974-10-01,1000,
1974-10-01,2600,
1974-10-01,1500,
1974-11-06,2000,
1974-11-06,1000,
1974-11-06,1500,
1974-11-06,500,
1974-11-06,2600,
1974-11-06,100,
1974-12-03,1000,
1974-12-03,100,
1974-12-03,2600,
1974-12-03,1500,
1974-12-03,500,
1974-12-03,2000,
1975-01-07,2000,
1975-01-07,500,
1975-01-07,2600,
1975-01-07,1000,
1975-01-07,1500,
1975-01-07,100,
1975-02-04,1500,
1975-02-04,500,
1975-02-04,2000,
1975-02-04,2600,
1975-02-04,1000,
1975-02-04,100,
1975-03-04,100,
1975-03-04,2000,
1975-03-04,2600,
1975-03-04,1000,
1975-03-04,1500,
1975-03-04,500,
1975-04-08,1900,
1975-04-08,2100,
1975-04-08,2600,
1975-04-08,1000,
1975-04-08,100,
1975-04-08,1500,
1975-04-08,500,
1975-04-08,1700,
1975-04-08,2000,
1975-05-21,2200,
1975-05-21,2600,
1975-05-21,2000,
1975-05-21,1500,
1975-05-21,1000,
1975-05-21,100,
1975-05-21,500,
1975-05-21,1700,
1975-06-11,1000,
1975-06-11,500,
1975-06-11,1200,
1975-06-11,100,
1975-06-11,2000,
1975-06-11,1500,
1975-06-11,900,
1975-06-11,2600,
1975-07-01,2600,
1975-07-01,2000,
1975-07-01,100,
1975-07-01,1900,
1975-07-01,1000,
1975-07-01,1500,
1975-07-01,1200,
1975-07-01,500,
1975-07-01,1700,
1975-08-04,2000,
1975-08-04,100,
1975-08-04,800,
1975-08-04,1000,
1975-08-04,2300,
1975-08-04,500,
1975-08-04,1500,
1975-08-04,1300,
1975-08-04,2600,
1975-09-02,100,
1975-09-02,1300,
1975-09-02,2600,
1975-09-02,1700,
1975-09-02,1200,
1975-09-02,500,
1975-09-02,1500,
1975-09-02,2000,
1975-09-02,1000,
1975-10-02,2000,
1975-10-02,1500,
1975-10-02,1000,
1975-10-02,500,
1975-10-02,100,
1975-10-02,2600,
1975-11-04,2600,
1975-11-04,500,
1975-11-04,100,
1975-11-04,2000,
1975-11-04,1000,
1975-11-04,1500,
1975-12-02,1500,
1975-12-02,500,
1975-12-02,1000,
1975-12-02,2600,
1975-12-02,100,
1975-12-02,2000,
1975-12-02,2400,
1979-03-12,100,0.36
1979-03-12,2700,0.99
1979-03-12,1000,0.52
1979-03-12,500,0.52
1979-03-12,1500,1.09
1979-03-12,2000,
1979-04-04,2000,
1979-04-04,2500,
1979-04-04,1500,
1979-04-04,100,0.0
1979-04-04,1000,
1979-04-04,500,
1979-04-19,100,0.14
1979-04-19,2000,0.34
1979-04-19,1500,0.16
1979-04-19,1000,0.16
1979-04-19,500,0.19
1979-04-19,2600,0.8
1979-07-09,1500,0.29
1979-07-09,2000,1.69
1979-07-09,100,0.13
1979-07-09,1000,0.13
1979-07-09,500,0.22
1979-07-09,2600,1.16
1979-08-15,2600,2.14
1979-08-15,500,0.18
1979-08-15,1500,0.57
1979-08-15,100,0.14
1979-08-15,2000,0.77
1979-08-15,1000,0.31
1979-09-02,1000,0.13
1979-09-02,1500,0.28
1979-09-02,500,0.04
1979-09-02,2800,3.12
1979-09-02,2500,2.29
1979-09-02,2000,0.68
1979-10-01,2600,
1979-10-01,1000,
1979-10-01,2000,
1979-10-01,500,
1979-10-01,100,
1979-10-01,1500,
1979-11-22,2600,1.15
1979-11-22,1500,0.9
1979-11-22,100,0.9
1979-11-22,2000,0.95
1979-11-22,1000,0.9
1979-11-22,500,0.81
1980-01-28,2000,2.26
1980-01-28,100,1.7
1980-01-28,1000,1.98
1980-01-28,500,1.98
1980-01-28,2500,2.17
1980-01-28,1500,2.17
1980-02-11,100,2.26
1980-02-11,2800,2.91
1980-03-24,2500,0.26
1980-03-24,2000,0.31
1980-03-24,100,0.24
1980-03-24,1500,0.35
1980-03-24,500,0.28
1980-03-24,1000,0.24
1980-05-05,2800,0.32
1980-05-05,100,0.32
1980-05-06,2000,0.18
1980-05-06,2600,0.2
1980-05-06,100,0.02
1980-05-06,500,
1980-05-06,1500,0.04
1980-05-06,1000,0.02
1980-07-21,1000,0.3
1980-07-21,2000,0.95
1980-07-21,500,0.18
1980-07-21,2600,1.13
1980-07-21,1500,0.45
1980-07-21,100,0.23
1980-09-05,500,0.02
1980-09-05,2000,0.71
1980-09-05,2500,3.12
1980-09-05,1000,0.22
1980-09-05,1500,0.48
1980-09-05,2800,9.37
1980-09-22,1000,0.56
1980-09-22,1500,0.91
1980-09-22,2000,1.47
1980-09-22,2600,3.43
1980-09-22,500,0.46
1980-09-22,100,0.38
1980-11-24,100,0.97
1980-11-24,2900,0.97
1980-11-28,1500,1.11
1980-11-28,2500,1.21
1980-11-28,500,1.12
1980-11-28,100,1.28
1980-11-28,2000,1.18
1980-11-28,1000,1.14
1981-01-07,1000,1.27
1981-01-07,100,1.24
1981-01-07,1500,1.24
1981-01-07,2500,1.24
1981-01-07,500,1.24
1981-01-07,2000,1.26
1981-02-23,1000,1.26
1981-02-23,2000,1.31
1981-02-23,500,1.38
1981-02-23,2600,1.29
1981-02-23,1500,1.29
1981-02-23,100,1.26
1981-04-13,100,0.14
1981-04-13,1500,0.2
1981-04-13,2500,0.98
1981-04-13,1000,0.12
1981-04-13,500,0.12
1981-04-13,2000,0.31
1981-07-01,2000,0.98
1981-07-01,1500,0.62
1981-07-01,2600,1.21
1981-07-01,100,0.17
1981-07-01,1000,0.13
1981-07-01,500,0.18
1981-10-05,500,0.85
1981-10-05,2000,5.5
1981-10-05,2600,14.0
1981-10-05,1000,1.03
1981-10-05,1500,1.17
1981-10-05,100,0.75
1982-01-05,2600,1.33
1982-01-05,1500,1.03
1982-01-05,1000,0.83
1982-01-05,2000,1.1
1982-01-05,500,0.83
1982-01-05,100,0.83
1982-02-05,100,0.65
1982-02-05,2600,1.29
1982-04-13,500,0.16
1982-04-13,2000,0.92
1982-04-13,2500,1.0
1982-04-13,100,0.13
1982-04-13,1000,0.14
1982-04-13,1500,0.13
1982-05-14,2800,0.65
1982-05-14,100,0.65
1982-08-12,1000,0.19
1982-08-12,500,0.08
1982-08-12,2400,1.81
1982-08-12,2800,1.55
1982-08-12,100,0.07
1982-08-12,1500,0.52
1982-08-12,2000,1.18
1982-08-24,1000,1.01
1982-08-24,2000,1.65
1982-08-24,1500,1.38
1982-08-24,2500,1.84
1982-08-24,500,0.84
1982-08-24,100,0.75
1982-10-11,1000,0.81
1982-10-11,2500,1.39
1982-10-11,1500,0.74
1982-10-11,100,1.02
1982-10-11,500,0.67
1982-10-11,2000,0.99
1982-12-01,1000,1.22
1982-12-01,2500,0.88
1982-12-01,100,1.01
1982-12-01,2000,0.9
1982-12-01,1500,1.12
1982-12-01,500,1.01
1982-12-20,2700,1.94
1982-12-20,100,1.94
1983-08-28,1000,0.21
1983-08-28,100,0.09
1983-08-28,2000,0.24
1983-08-28,2400,2.81
1983-08-28,1500,0.27
1983-08-28,2800,8.64
1983-08-28,500,0.09
1985-04-09,200,
1985-04-09,2000,
1985-04-09,300,
1985-04-09,1000,
1985-04-09,500,
1985-04-09,1500,
1985-04-09,100,
1986-01-07,1000,1.37
1986-01-07,100,1.33
1986-01-07,2500,1.43
1986-01-07,500,1.32
1986-01-07,2000,1.36
1986-01-07,1500,1.48
1986-02-11,2000,1.29
1986-02-11,100,1.16
1986-02-11,500,1.17
1986-02-11,1000,1.18
1986-02-11,2600,1.31
1986-02-11,1500,1.24
1986-03-11,2000,1.56
1986-03-11,100,0.59
1986-03-11,500,0.62
1986-03-11,1500,1.25
1986-03-11,2600,1.46
1986-03-11,1000,1.15
1986-04-07,2000,0.61
1986-04-07,100,0.32
1986-04-07,1000,0.61
1986-04-07,2500,0.68
1986-04-07,500,0.32
1986-04-07,1500,0.54
1986-05-22,1000,0.15
1986-05-22,1500,0.37
1986-05-22,500,0.14
1986-05-22,100,0.15
1986-05-22,2000,0.8
1986-05-22,2500,1.0
1986-06-09,1000,0.05
1986-06-09,100,0.02
1986-06-09,500,0.02
1986-06-09,2500,0.09
1986-06-09,2000,0.18
1986-06-09,1500,1.05
1986-07-21,2500,1.32
1986-07-21,100,0.09
1986-07-21,2000,0.81
1986-07-21,500,0.09
1986-07-21,1500,0.35
1986-07-21,1000,0.14
1986-08-07,100,0.09
1986-08-07,500,0.07
1986-08-07,2000,0.49
1986-08-07,2400,1.67
1986-08-07,1500,0.39
1986-08-07,1000,0.14
1986-09-15,500,0.25
1986-09-15,2500,2.22
1986-09-15,1500,0.74
1986-09-15,2000,1.39
1986-09-15,1000,0.42
1986-09-15,100,0.33
1986-10-20,100,1.49
1986-10-20,500,1.64
1986-10-20,1000,1.56
1986-10-20,2400,6.11
1986-10-20,1500,1.57
1986-10-20,2000,1.78
1986-12-02,100,1.78
1986-12-02,1500,2.18
1986-12-02,500,1.9
1986-12-02,1000,2.03
1986-12-02,2500,2.4
1986-12-02,2000,2.25
1986-12-18,1500,1.52
1986-12-18,2000,1.45
1986-12-18,500,1.46
1986-12-18,2500,1.49
1986-12-18,100,1.54
1986-12-18,1000,1.53
1987-02-19,2500,1.24
1987-02-19,500,0.83
1987-02-19,1500,0.92
1987-02-19,100,0.82
1987-02-19,1000,0.83
1987-02-19,2000,1.0
1987-04-14,1000,0.15
1987-04-14,2000,0.39
1987-04-14,500,0.13
1987-04-14,2600,0.63
1987-04-14,1500,0.13
1987-04-14,100,0.15
1987-06-18,1000,0.11
1987-06-18,2000,0.76
1987-06-18,500,0.1
1987-06-18,100,0.11
1987-06-18,1500,0.47
1987-09-16,100,0.16
1987-09-16,2000,2.49
1987-09-16,2500,5.09
1987-09-16,1500,0.41
1987-09-16,500,0.15
1987-09-16,1000,0.29
1987-11-23,500,0.63
1987-11-23,2600,1.68
1987-11-23,2000,1.3
1987-11-23,1000,0.64
1987-11-23,1500,1.16
1987-11-23,100,0.6
1988-01-18,2000,1.09
1988-01-18,100,1.04
1988-01-18,1500,1.15
1988-01-18,2500,1.09
1988-01-18,500,1.09
1988-01-18,1000,1.12
1988-04-19,1000,0.09
1988-04-19,2000,0.27
1988-04-19,500,0.05
1988-04-19,2700,0.52
1988-04-19,1500,0.1
1988-04-19,100,0.08
1988-05-30,100,0.09
1988-05-30,500,0.08
1988-05-30,1500,0.13
1988-05-30,1000,0.1
1988-05-30,2000,0.3
1988-05-30,2700,0.42
1988-06-20,2300,0.48
1988-06-20,2000,0.46
1988-06-20,1500,0.06
1988-06-20,100,0.06
1988-06-20,500,0.06
1988-06-20,1000,0.05
1988-07-21,100,0.12
1988-07-21,2400,1.36
1988-07-21,500,0.12
1988-07-21,1500,0.28
1988-07-21,2000,0.97
1988-07-21,1000,0.18
1988-08-22,1500,0.34
1988-08-22,1000,0.27
1988-08-22,2600,1.26
1988-08-22,2000,0.42
1988-08-22,100,0.11
1988-08-22,500,0.11
1988-09-14,500,0.12
1988-09-14,100,0.1
1988-09-14,2000,1.31
1988-09-14,1500,0.36
1988-09-14,2400,5.3
1988-09-14,1000,0.18
1988-10-10,100,1.02
1988-10-10,2000,2.61
1988-10-10,2500,2.92
1988-10-10,1000,1.87
1988-10-10,1500,2.08
1988-10-10,500,1.07
1988-11-06,100,0.48
1988-11-06,1500,0.5
1988-11-06,2000,1.46
1988-11-06,3500,3.02
1988-11-06,1000,0.51
1988-11-06,500,0.49
1988-12-08,2500,0.94
1988-12-08,1000,0.78
1988-12-08,1500,0.81
1988-12-08,2000,0.82
1988-12-08,500,0.73
1988-12-08,100,0.78
1989-01-17,1500,0.93
1989-01-17,1000,0.93
1989-01-17,2000,0.88
1989-01-17,500,0.94
1989-01-17,2500,0.87
1989-01-17,100,0.9
1989-02-14,2500,1.03
1989-02-14,100,0.91
1989-02-14,1500,0.96
1989-02-14,1000,0.94
1989-02-14,2000,1.01
1989-02-14,500,0.93
1989-03-08,2000,0.92
1989-03-08,2500,1.08
1989-03-08,1000,0.49
1989-03-08,500,0.49
1989-03-08,1500,0.68
1989-03-08,100,0.54
1989-04-11,2600,0.46
1989-04-11,500,0.25
1989-04-11,1000,0.24
1989-04-11,1500,0.25
1989-04-11,100,0.27
1989-04-11,2000,0.31
1989-05-08,1500,0.12
1989-05-08,2500,0.49
1989-05-08,2000,0.35
1989-05-08,500,0.07
1989-05-08,1000,0.06
1989-05-08,100,0.08
1989-06-13,1500,0.36
1989-06-13,500,0.09
1989-06-13,2000,0.49
1989-06-13,1000,0.19
1989-06-13,2500,0.67
1989-06-13,100,0.04
1989-07-13,1500,0.39
1989-07-13,1000,0.15
1989-07-13,2500,1.22
1989-07-13,2000,1.03
1989-07-13,500,0.12
1989-07-13,100,0.1
1989-08-27,2000,0.15
1989-08-27,100,0.06
1989-08-27,500,0.03
1989-08-27,2500,3.35
1989-08-27,1500,0.08
1989-08-27,1000,0.06
1989-09-12,100,0.39
1989-09-12,1000,0.42
1989-09-12,500,0.38
1989-09-12,2000,1.62
1989-09-12,1500,0.52
1989-09-12,2700,8.75
1989-10-17,1500,0.68
1989-10-17,100,0.61
1989-10-17,1000,0.69
1989-10-17,500,0.71
1989-10-17,2700,
1989-10-17,2000,0.82
1989-11-20,1000,1.13
1989-11-20,2000,
1989-11-20,1500,
1989-11-20,2700,2.38
1989-11-20,100,1.01
1989-11-20,500,0.97
1989-12-18,1000,1.07
1989-12-18,2700,1.22
1989-12-18,500,1.06
1989-12-18,1500,1.07
1989-12-18,2000,1.1
1989-12-18,100,1.08
1990-01-17,200,
1990-01-17,2000,
1990-01-17,1000,
1990-01-22,2000,1.38
1990-01-22,1500,1.26
1990-01-22,1000,1.26
1990-01-22,500,1.26
1990-01-22,2600,1.16
1990-01-22,100,1.29
1990-02-14,1000,1.17
1990-02-14,2700,1.21
1990-02-14,1500,1.16
1990-02-14,100,1.16
1990-02-14,500,1.18
1990-02-14,2000,1.16
1990-03-13,500,1.0
1990-03-13,2000,1.01
1990-03-13,1500,1.0
1990-03-13,100,1.0
1990-03-13,1000,0.99
1990-03-13,2500,1.01
1990-04-17,2500,1.29
1990-04-17,1500,0.15
1990-04-17,2000,0.49
1990-04-17,1000,0.15
1990-04-17,100,0.11
1990-04-17,500,0.12
1990-06-19,500,
1990-06-19,1000,
1990-06-19,100,
1990-07-19,1000,0.22
1990-07-19,1500,1.06
1990-07-19,2000,1.17
1990-07-19,500,0.24
1990-07-19,2500,1.32
1990-07-19,100,0.25
1990-07-20,1500,
1990-07-20,2000,
1990-07-20,2500,
1990-08-21,1500,0.85
1990-08-21,500,0.72
1990-08-21,100,0.69
1990-08-21,2600,2.52
1990-08-21,1000,0.79
1990-08-21,2000,1.37
1990-09-18,500,0.19
1990-09-18,100,0.34
1990-09-18,2600,5.83
1990-09-18,1500,0.81
1990-09-18,2000,3.86
1990-09-18,1000,0.34
1990-10-16,1000,1.08
1990-10-16,100,1.04
1990-10-16,1500,1.72
1990-10-16,2000,2.4
1990-10-16,2600,3.3
1990-10-16,500,0.98
1990-11-14,2500,2.4
1990-11-14,2600,2.46
1990-11-14,500,1.05
1990-11-14,100,0.98
1990-11-14,2000,2.09
1990-11-14,1000,1.52
1990-11-14,1500,1.75
1990-12-13,1000,1.37
1990-12-13,1500,1.32
1990-12-13,2000,1.25
1990-12-13,100,1.41
1990-12-13,500,1.42
1990-12-13,2400,1.22
1991-01-15,1000,1.36
1991-01-15,100,1.36
1991-01-15,500,1.37
1991-01-15,1500,1.34
1991-01-15,2000,1.3
1991-01-15,2500,1.38
1991-01-15,2700,1.39
1991-02-13,1500,1.23
1991-02-13,1000,1.25
1991-02-13,2600,1.27
1991-02-13,500,1.22
1991-02-13,100,1.14
1991-02-13,2000,1.22
1991-03-20,2000,0.85
1991-03-20,1000,0.28
1991-03-20,100,0.28
1991-03-20,2500,1.38
1991-03-20,500,0.28
1991-03-20,2700,1.43
1991-03-20,1500,0.32
1991-04-15,1500,0.72
1991-04-15,2500,0.99
1991-04-15,100,0.11
1991-04-15,2000,0.84
1991-04-15,1000,0.73
1991-04-15,2700,1.02
1991-04-15,500,0.34
1991-05-21,2000,
1991-05-21,500,0.14
1991-05-21,2500,
1991-05-21,1000,0.13
1991-05-21,100,0.14
1991-05-21,1500,0.53
1991-06-17,500,0.32
1991-06-17,1500,0.86
1991-06-17,2500,1.76
1991-06-17,2000,1.27
1991-06-17,2600,1.92
1991-06-17,1000,0.63
1991-06-17,100,0.2
1991-07-22,100,0.15
1991-07-22,2500,2.11
1991-07-22,1000,0.18
1991-07-22,500,0.14
1991-07-22,2700,2.28
1991-07-22,2000,1.51
1991-07-22,1500,0.47
1991-08-14,100,0.19
1991-08-14,1000,0.24
1991-08-14,1500,0.62
1991-08-14,500,0.09
1991-08-14,2700,3.2
1991-08-14,2000,1.52
1991-09-10,2600,6.22
1991-09-10,1000,0.31
1991-09-10,500,0.23
1991-09-10,100,0.24
1991-09-10,2000,4.31
1991-09-10,1500,0.95
1991-09-10,2500,6.23
1991-10-17,500,2.73
1991-10-17,2000,5.29
1991-10-17,1000,3.16
1991-10-17,1500,3.89
1991-10-17,2600,6.3
1991-10-17,100,2.79
1991-11-12,1000,1.66
1991-11-12,2500,2.95
1991-11-12,2000,2.63
1991-11-12,100,1.61
1991-11-12,1500,1.73
1991-11-12,500,1.64
1991-12-12,2000,1.28
1991-12-12,100,1.0
1991-12-12,1500,1.31
1991-12-12,1000,1.27
1991-12-12,500,1.06
1991-12-12,2600,1.36
1991-12-12,2500,1.18
1992-01-30,1500,0.98
1992-01-30,2700,0.76
1992-01-30,2000,1.02
1992-01-30,1000,0.97
1992-01-30,2500,0.8
1992-01-30,500,0.99
1992-01-30,100,0.98
1992-02-11,2000,1.03
1992-02-11,100,1.04
1992-02-11,500,0.99
1992-02-11,2500,0.81
1992-02-11,1500,0.99
1992-02-11,1000,1.01
1992-02-20,1000,0.94
1992-02-20,2700,0.87
1992-02-20,1500,0.94
1992-02-20,100,0.96
1992-02-20,2500,0.85
1992-02-20,2000,0.91
1992-02-20,500,0.93
1992-02-27,2000,0.9
1992-02-27,500,0.88
1992-02-27,1000,0.85
1992-02-27,2500,0.93
1992-02-27,100,0.87
1992-02-27,1500,0.87
1992-03-04,500,0.81
1992-03-04,2500,0.83
1992-03-04,1000,0.81
1992-03-04,100,0.8
1992-03-04,1500,0.82
1992-03-04,2000,0.82
1992-03-19,1500,0.75
1992-03-19,1000,0.56
1992-03-19,100,0.51
1992-03-19,500,0.5
1992-03-19,2000,0.76
1992-03-19,2500,0.8
1992-03-26,1000,0.23
1992-03-26,500,0.24
1992-03-26,1500,0.44
1992-03-26,2500,0.63
1992-03-26,2000,0.63
1992-03-26,100,0.22
1992-03-30,2700,0.65
1992-03-30,100,0.11
1992-03-30,1000,0.08
1992-03-30,500,0.09
1992-03-30,2500,0.66
1992-03-30,1500,0.05
1992-03-30,2000,0.32
1992-04-21,2700,0.49
1992-04-21,500,0.08
1992-04-21,1500,0.17
1992-04-21,100,0.1
1992-04-21,2000,0.31
1992-04-21,2500,0.49
1992-04-21,1000,0.08
1992-05-13,2000,0.64
1992-05-13,1500,0.39
1992-05-13,500,0.18
1992-05-13,2500,0.72
1992-05-13,2700,0.74
1992-05-13,100,0.15
1992-05-13,1000,0.27
1992-06-16,1000,0.03
1992-06-16,100,0.02
1992-06-16,2500,0.68
1992-06-16,2700,0.98
1992-06-16,2000,0.11
1992-06-16,500,0.03
1992-06-16,1500,0.06
1992-07-09,2500,1.04
1992-07-09,1500,0.12
1992-07-09,500,0.01
1992-07-09,2000,0.56
1992-07-09,2700,1.13
1992-07-09,1000,0.02
1992-07-09,100,0.02
1992-08-06,1500,0.22
1992-08-06,100,0.16
1992-08-06,1000,0.18
1992-08-06,500,0.07
1992-08-06,2000,0.37
1992-08-06,2500,0.37
1992-08-17,100,0.11
1992-08-17,1000,0.8
1992-08-17,1500,1.07
1992-08-17,2600,1.53
1992-08-17,2500,1.49
1992-08-17,2000,1.16
1992-08-17,500,0.53
1992-08-27,2500,2.39
1992-08-27,1000,0.04
1992-08-27,2000,0.96
1992-08-27,500,0.05
1992-08-27,1500,0.16
1992-08-27,100,0.4
1992-09-03,1000,0.24
1992-09-03,500,0.19
1992-09-03,2000,1.57
1992-09-03,100,0.31
1992-09-03,1500,1.04
1992-09-03,2500,6.99
1992-09-09,1500,1.59
1992-09-09,2000,2.44
1992-09-09,1000,0.78
1992-09-09,2500,2.54
1992-09-09,500,0.03
1992-09-09,100,0.04
1992-09-09,2700,2.51
1992-09-17,2000,12.71
1992-09-17,2500,14.35
1992-09-17,100,0.2
1992-09-17,500,0.14
1992-09-17,1500,0.05
1992-09-17,1000,0.06
1992-09-24,100,0.28
1992-09-24,500,0.2
1992-09-24,1000,0.26
1992-09-24,1500,0.24
1992-09-24,2000,4.43
1992-09-24,2500,8.68
1992-10-01,2500,17.94
1992-10-01,100,0.25
1992-10-01,1000,0.19
1992-10-01,500,0.2
1992-10-01,1500,0.44
1992-10-01,2000,0.16
1992-10-12,1000,0.53
1992-10-12,2700,0.68
1992-10-12,2500,0.66
1992-10-12,100,0.55
1992-10-12,2000,0.61
1992-10-12,500,0.55
1992-10-12,1500,0.54
1992-11-16,100,1.01
1992-11-16,1500,0.99
1992-11-16,2000,1.33
1992-11-16,2500,1.25
1992-11-16,500,1.01
1992-11-16,1000,1.01
1992-12-15,1500,1.11
1992-12-15,2500,1.24
1992-12-15,2000,1.21
1992-12-15,1000,1.08
1992-12-15,100,1.04
1992-12-15,2700,1.19
1992-12-15,500,1.07
1993-01-19,2700,1.2
1993-01-19,1500,1.12
1993-01-19,100,1.15
1993-01-19,2000,1.11
1993-01-19,500,1.17
1993-01-19,1000,1.14
1993-01-19,2500,1.23
1993-02-02,2500,1.1
1993-02-02,2000,1.14
1993-02-02,500,1.01
1993-02-02,1000,1.07
1993-02-02,1500,1.13
1993-02-02,100,1.05
1993-02-10,2000,1.06
1993-02-10,2500,0.94
1993-02-10,100,1.0
1993-02-10,1500,1.06
1993-02-10,1000,1.09
1993-02-10,500,1.03
1993-02-14,100,0.93
1993-02-14,1000,1.0
1993-02-14,500,0.99
1993-02-14,2000,0.87
1993-02-14,2500,0.74
1993-02-14,1500,0.98
1993-02-14,2700,0.71
1993-02-24,1000,0.86
1993-02-24,100,0.6
1993-02-24,2000,0.84
1993-02-24,500,0.7
1993-02-24,1500,0.63
1993-02-24,2500,0.85
1993-03-04,100,0.85
1993-03-04,500,0.86
1993-03-04,1000,0.86
1993-03-04,1500,0.88
1993-03-04,2500,1.13
1993-03-04,2000,0.91
1993-03-09,1000,0.83
1993-03-09,500,0.79
1993-03-09,2000,0.88
1993-03-09,100,0.81
1993-03-09,2500,0.97
1993-03-09,1500,0.87
1993-03-16,2700,0.78
1993-03-16,2000,0.84
1993-03-16,2500,0.85
1993-03-16,100,0.18
1993-03-16,500,0.19
1993-03-16,1500,0.74
1993-03-16,1000,0.65
1993-03-24,1500,0.89
1993-03-24,100,0.17
1993-03-24,2500,0.75
1993-03-24,500,0.23
1993-03-24,1000,0.56
1993-03-24,2000,0.9
1993-03-31,2500,0.97
1993-03-31,500,0.01
1993-03-31,1000,0.01
1993-03-31,2000,0.86
1993-03-31,100,0.02
1993-03-31,1500,0.29
1993-04-05,2000,0.76
