DATE,DEPTH,SIO2
1979-03-12,100,12.9
1979-03-12,2700,13.3
1979-03-12,1000,10.8
1979-03-12,500,6.4
1979-03-12,1500,13.3
1979-03-12,2000,14.9
1979-04-04,2000,2.8
1979-04-04,2500,3.0
1979-04-04,1500,2.2
1979-04-04,100,2.2
1979-04-04,1000,2.0
1979-04-04,500,2.0
1979-04-19,100,2.7
1979-04-19,2000,2.6
1979-04-19,1500,2.4
1979-04-19,1000,2.4
1979-04-19,500,2.2
1979-04-19,2600,3.5
1979-07-09,1500,9.2
1979-07-09,2000,26.0
1979-07-09,100,2.2
1979-07-09,1000,1.3
1979-07-09,500,1.1
1979-07-09,2600,20.9
1979-08-15,2600,32.7
1979-08-15,500,0.4
1979-08-15,1500,5.4
1979-08-15,100,0.4
1979-08-15,2000,12.0
1979-08-15,1000,2.6
1979-09-02,1000,
1979-09-02,1500,
1979-09-02,500,
1979-09-02,2800,
1979-09-02,2500,
1979-09-02,2000,
1979-10-01,2600,41.5
1979-10-01,1000,5.7
1979-10-01,2000,17.2
1979-10-01,500,5.5
1979-10-01,100,5.6
1979-10-01,1500,10.2
1979-11-22,2600,20.0
1979-11-22,1500,7.5
1979-11-22,100,7.5
1979-11-22,2000,7.5
1979-11-22,1000,7.5
1979-11-22,500,7.5
1980-01-28,2000,17.2
1980-01-28,100,16.2
1980-01-28,1000,16.5
1980-01-28,500,16.5
1980-01-28,2500,17.2
1980-01-28,1500,16.6
1980-02-11,100,
1980-02-11,2800,
1980-03-24,2500,1.6
1980-03-24,2000,1.8
1980-03-24,100,1.5
1980-03-24,1500,1.6
1980-03-24,500,1.6
1980-03-24,1000,1.5
1980-05-05,2800,
1980-05-05,100,
1980-05-06,2000,14.8
1980-05-06,2600,19.6
1980-05-06,100,3.3
1980-05-06,500,3.6
1980-05-06,1500,5.1
1980-05-06,1000,5.0
1980-07-21,1000,10.0
1980-07-21,2000,32.2
1980-07-21,500,5.0
1980-07-21,2600,30.7
1980-07-21,1500,21.9
1980-07-21,100,4.4
1980-09-05,500,
1980-09-05,2000,
1980-09-05,2500,
1980-09-05,1000,
1980-09-05,1500,
1980-09-05,2800,
1980-09-22,1000,14.4
1980-09-22,1500,22.5
1980-09-22,2000,29.6
1980-09-22,2600,54.6
1980-09-22,500,9.9
1980-09-22,100,9.4
1980-11-24,100,
1980-11-24,2900,
1980-11-28,1500,18.0
1980-11-28,2500,18.0
1980-11-28,500,18.2
1980-11-28,100,16.1
1980-11-28,2000,18.2
1980-11-28,1000,15.5
1981-01-07,1000,34.6
1981-01-07,100,31.1
1981-01-07,1500,34.3
1981-01-07,2500,29.0
1981-01-07,500,35.3
1981-01-07,2000,34.5
1981-02-23,1000,19.0
1981-02-23,2000,18.7
1981-02-23,500,20.1
1981-02-23,2600,18.8
1981-02-23,1500,18.1
1981-02-23,100,19.4
1981-04-13,100,4.8
1981-04-13,1500,5.8
1981-04-13,2500,28.5
1981-04-13,1000,4.5
1981-04-13,500,5.1
1981-04-13,2000,6.4
1981-07-01,2000,16.4
1981-07-01,1500,17.7
1981-07-01,2600,20.7
1981-07-01,100,3.7
1981-07-01,1000,2.8
1981-07-01,500,4.2
1981-10-05,500,15.5
1981-10-05,2000,49.1
1981-10-05,2600,87.6
1981-10-05,1000,16.8
1981-10-05,1500,19.5
1981-10-05,100,13.9
1982-01-05,2600,19.9
1982-01-05,1500,16.6
1982-01-05,1000,13.7
1982-01-05,2000,40.3
1982-01-05,500,9.8
1982-01-05,100,12.2
1982-02-05,100,52.5
1982-02-05,2600,96.6
1982-04-13,500,3.8
1982-04-13,2000,15.0
1982-04-13,2500,18.5
1982-04-13,100,4.1
1982-04-13,1000,4.7
1982-04-13,1500,3.9
1982-05-14,2800,28.1
1982-05-14,100,21.9
1982-08-12,1000,
1982-08-12,500,
1982-08-12,2400,
1982-08-12,2800,
1982-08-12,100,
1982-08-12,1500,
1982-08-12,2000,
1982-08-24,1000,27.0
1982-08-24,2000,33.2
1982-08-24,1500,33.2
1982-08-24,2500,37.5
1982-08-24,500,16.4
1982-08-24,100,16.5
1982-10-11,1000,7.5
1982-10-11,2500,37.5
1982-10-11,1500,7.8
1982-10-11,100,7.3
1982-10-11,500,7.0
1982-10-11,2000,10.9
1982-12-01,1000,22.0
1982-12-01,2500,19.0
1982-12-01,100,20.2
1982-12-01,2000,19.0
1982-12-01,1500,21.4
1982-12-01,500,21.4
1982-12-20,2700,
1982-12-20,100,
1983-08-28,1000,
1983-08-28,100,
1983-08-28,2000,
1983-08-28,2400,
1983-08-28,1500,
1983-08-28,2800,
1983-08-28,500,
1985-04-09,200,
1985-04-09,2000,
1985-04-09,300,
1985-04-09,1000,
1985-04-09,500,
1985-04-09,1500,
1985-04-09,100,
1986-01-07,1000,23.1
1986-01-07,100,23.9
1986-01-07,2500,25.1
1986-01-07,500,23.7
1986-01-07,2000,24.5
1986-01-07,1500,24.3
1986-02-11,2000,6.1
1986-02-11,100,5.4
1986-02-11,500,5.4
1986-02-11,1000,5.5
1986-02-11,2600,6.1
1986-02-11,1500,5.6
1986-03-11,2000,23.1
1986-03-11,100,16.2
1986-03-11,500,16.3
1986-03-11,1500,22.5
1986-03-11,2600,27.7
1986-03-11,1000,21.1
1986-04-07,2000,1.8
1986-04-07,100,1.9
1986-04-07,1000,4.4
1986-04-07,2500,0.8
1986-04-07,500,2.1
1986-04-07,1500,3.3
1986-05-22,1000,0.6
1986-05-22,1500,18.6
1986-05-22,500,0.3
1986-05-22,100,1.0
1986-05-22,2000,14.8
1986-05-22,2500,19.3
1986-06-09,1000,4.2
1986-06-09,100,1.2
1986-06-09,500,0.8
1986-06-09,2500,11.4
1986-06-09,2000,12.2
1986-06-09,1500,30.5
1986-07-21,2500,34.3
1986-07-21,100,1.3
1986-07-21,2000,25.0
1986-07-21,500,1.3
1986-07-21,1500,12.2
1986-07-21,1000,2.7
1986-08-07,100,4.8
1986-08-07,500,5.2
1986-08-07,2000,11.2
1986-08-07,2400,0.0
1986-08-07,1500,11.0
1986-08-07,1000,7.9
1986-09-15,500,8.0
1986-09-15,2500,34.3
1986-09-15,1500,19.0
1986-09-15,2000,22.1
1986-09-15,1000,8.8
1986-09-15,100,7.4
1986-10-20,100,15.0
1986-10-20,500,14.8
1986-10-20,1000,13.9
1986-10-20,2400,27.5
1986-10-20,1500,14.9
1986-10-20,2000,15.7
1986-12-02,100,27.1
1986-12-02,1500,36.1
1986-12-02,500,30.4
1986-12-02,1000,32.1
1986-12-02,2500,40.0
1986-12-02,2000,36.8
1986-12-18,1500,15.4
1986-12-18,2000,19.0
1986-12-18,500,18.3
1986-12-18,2500,16.7
1986-12-18,100,18.2
1986-12-18,1000,18.2
1987-02-19,2500,26.67
1987-02-19,500,19.19
1987-02-19,1500,20.0
1987-02-19,100,19.19
1987-02-19,1000,19.19
1987-02-19,2000,20.81
1987-04-14,1000,5.71
1987-04-14,2000,3.54
1987-04-14,500,0.57
1987-04-14,2600,8.11
1987-04-14,1500,0.91
1987-04-14,100,5.49
1987-06-18,1000,4.67
1987-06-18,2000,26.64
1987-06-18,500,4.21
1987-06-18,100,4.21
1987-06-18,1500,15.42
1987-09-16,100,11.43
1987-09-16,2000,42.38
1987-09-16,2500,59.05
1987-09-16,1500,19.29
1987-09-16,500,11.43
1987-09-16,1000,14.52
1987-11-23,500,22.84
1987-11-23,2600,43.03
1987-11-23,2000,32.93
1987-11-23,1000,23.32
1987-11-23,1500,29.81
1987-11-23,100,22.6
1988-01-18,2000,23.91
1988-01-18,100,25.85
1988-01-18,1500,28.26
1988-01-18,2500,25.36
1988-01-18,500,25.85
1988-01-18,1000,27.05
1988-04-19,1000,1.22
1988-04-19,2000,4.39
1988-04-19,500,1.22
1988-04-19,2700,20.24
1988-04-19,1500,1.71
1988-04-19,100,1.46
1988-05-30,100,3.68
1988-05-30,500,3.68
1988-05-30,1500,8.66
1988-05-30,1000,8.01
1988-05-30,2000,16.45
1988-05-30,2700,27.27
1988-06-20,2300,31.71
1988-06-20,2000,35.36
1988-06-20,1500,11.36
1988-06-20,100,4.93
1988-06-20,500,4.71
1988-06-20,1000,2.36
1988-07-21,100,3.55
1988-07-21,2400,54.31
1988-07-21,500,4.06
1988-07-21,1500,19.29
1988-07-21,2000,73.6
1988-07-21,1000,11.42
1988-08-22,1500,31.81
1988-08-22,1000,25.78
1988-08-22,2600,35.66
1988-08-22,2000,31.08
1988-08-22,100,13.49
1988-08-22,500,25.3
1988-09-14,500,8.41
1988-09-14,100,7.83
1988-09-14,2000,33.33
1988-09-14,1500,12.46
1988-09-14,2400,55.07
1988-09-14,1000,9.57
1988-10-10,100,21.33
1988-10-10,2000,46.53
1988-10-10,2500,49.1
1988-10-10,1000,36.53
1988-10-10,1500,40.7
1988-10-10,500,21.07
1988-11-06,100,11.69
1988-11-06,1500,11.69
1988-11-06,2000,24.18
1988-11-06,3500,46.63
1988-11-06,1000,11.83
1988-11-06,500,11.93
1988-12-08,2500,16.53
1988-12-08,1000,15.33
1988-12-08,1500,15.12
1988-12-08,2000,14.94
1988-12-08,500,15.34
1988-12-08,100,15.37
1989-01-17,1500,9.66
1989-01-17,1000,9.7
1989-01-17,2000,9.93
1989-01-17,500,9.66
1989-01-17,2500,10.08
1989-01-17,100,9.7
1989-02-14,2500,13.36
1989-02-14,100,10.3
1989-02-14,1500,10.44
1989-02-14,1000,10.27
1989-02-14,2000,12.47
1989-02-14,500,10.37
1989-03-08,2000,20.55
1989-03-08,2500,21.82
1989-03-08,1000,19.13
1989-03-08,500,18.94
1989-03-08,1500,19.4
1989-03-08,100,18.63
1989-04-11,2600,3.98
1989-04-11,500,1.53
1989-04-11,1000,1.59
1989-04-11,1500,1.81
1989-04-11,100,1.41
1989-04-11,2000,2.02
1989-05-08,1500,3.25
1989-05-08,2500,16.85
1989-05-08,2000,11.92
1989-05-08,500,1.76
1989-05-08,1000,1.82
1989-05-08,100,1.72
1989-06-13,1500,17.55
1989-06-13,500,2.41
1989-06-13,2000,23.41
1989-06-13,1000,11.44
1989-06-13,2500,29.71
1989-06-13,100,3.79
1989-07-13,1500,22.42
1989-07-13,1000,5.85
1989-07-13,2500,45.44
1989-07-13,2000,43.65
1989-07-13,500,4.92
1989-07-13,100,4.84
1989-08-27,2000,28.22
1989-08-27,100,10.01
1989-08-27,500,9.68
1989-08-27,2500,70.69
1989-08-27,1500,15.82
1989-08-27,1000,9.76
1989-09-12,100,11.82
1989-09-12,1000,14.36
1989-09-12,500,12.49
1989-09-12,2000,39.65
1989-09-12,1500,14.98
1989-09-12,2700,59.74
1989-10-17,1500,13.59
1989-10-17,100,13.43
1989-10-17,1000,13.37
1989-10-17,500,13.39
1989-10-17,2700,92.84
1989-10-17,2000,14.05
1989-11-20,1000,16.67
1989-11-20,2000,
1989-11-20,1500,
1989-11-20,2700,42.66
1989-11-20,100,12.42
1989-11-20,500,13.45
1989-12-18,1000,17.25
1989-12-18,2700,30.63
1989-12-18,500,17.21
1989-12-18,1500,17.34
1989-12-18,2000,17.64
1989-12-18,100,16.99
1990-01-17,200,
1990-01-17,2000,
1990-01-17,1000,
1990-01-22,2000,25.3
1990-01-22,1500,21.0
1990-01-22,1000,20.59
1990-01-22,500,20.27
1990-01-22,2600,21.46
1990-01-22,100,20.08
1990-02-14,1000,20.68
1990-02-14,2700,22.55
1990-02-14,1500,20.8
1990-02-14,100,20.81
1990-02-14,500,20.78
1990-02-14,2000,20.71
1990-03-13,500,18.89
1990-03-13,2000,19.12
1990-03-13,1500,18.9
1990-03-13,100,18.9
1990-03-13,1000,19.04
1990-03-13,2500,19.22
1990-04-17,2500,14.18
1990-04-17,1500,0.47
1990-04-17,2000,3.97
1990-04-17,1000,0.67
1990-04-17,100,2.83
1990-04-17,500,1.93
1990-06-19,500,
1990-06-19,1000,
1990-06-19,100,
1990-07-19,1000,7.25
1990-07-19,1500,28.53
1990-07-19,2000,23.12
1990-07-19,500,6.85
1990-07-19,2500,28.15
1990-07-19,100,5.92
1990-07-20,1500,
1990-07-20,2000,
1990-07-20,2500,
1990-08-21,1500,16.59
1990-08-21,500,12.84
1990-08-21,100,13.9
1990-08-21,2600,49.86
1990-08-21,1000,14.43
1990-08-21,2000,28.52
1990-09-18,500,3.73
1990-09-18,100,3.74
1990-09-18,2600,66.16
1990-09-18,1500,14.71
1990-09-18,2000,54.84
1990-09-18,1000,5.73
1990-10-16,1000,2.22
1990-10-16,100,7.05
1990-10-16,1500,17.95
1990-10-16,2000,31.67
1990-10-16,2600,46.12
1990-10-16,500,0.17
1990-11-14,2500,34.5
1990-11-14,2600,35.35
1990-11-14,500,6.77
1990-11-14,100,6.46
1990-11-14,2000,25.47
1990-11-14,1000,9.15
1990-11-14,1500,15.65
1990-12-13,1000,11.92
1990-12-13,1500,11.72
1990-12-13,2000,11.81
1990-12-13,100,11.75
1990-12-13,500,11.67
1990-12-13,2400,11.55
1991-01-15,1000,12.34
1991-01-15,100,12.44
1991-01-15,500,12.38
1991-01-15,1500,12.61
1991-01-15,2000,15.38
1991-01-15,2500,17.95
1991-01-15,2700,17.65
1991-02-13,1500,12.78
1991-02-13,1000,12.56
1991-02-13,2600,13.48
1991-02-13,500,12.15
1991-02-13,100,11.84
1991-02-13,2000,13.03
1991-03-20,2000,8.62
1991-03-20,1000,2.22
1991-03-20,100,1.34
1991-03-20,2500,21.0
1991-03-20,500,1.98
1991-03-20,2700,21.17
1991-03-20,1500,2.59
1991-04-15,1500,7.93
1991-04-15,2500,18.55
1991-04-15,100,1.11
1991-04-15,2000,12.2
1991-04-15,1000,5.59
1991-04-15,2700,18.67
1991-04-15,500,2.89
1991-05-21,2000,
1991-05-21,500,2.19
1991-05-21,2500,
1991-05-21,1000,2.41
1991-05-21,100,2.26
1991-05-21,1500,9.29
1991-06-17,500,7.58
1991-06-17,1500,18.06
1991-06-17,2500,48.89
1991-06-17,2000,29.94
1991-06-17,2600,53.71
1991-06-17,1000,13.45
1991-06-17,100,5.58
1991-07-22,100,0.79
1991-07-22,2500,57.59
1991-07-22,1000,0.05
1991-07-22,500,0.33
1991-07-22,2700,60.13
1991-07-22,2000,40.65
1991-07-22,1500,4.92
1991-08-14,100,0.57
1991-08-14,1000,1.4
1991-08-14,1500,9.28
1991-08-14,500,0.8
1991-08-14,2700,69.68
1991-08-14,2000,45.37
1991-09-10,2600,71.83
1991-09-10,1000,4.85
1991-09-10,500,3.73
1991-09-10,100,3.59
1991-09-10,2000,56.45
1991-09-10,1500,14.02
1991-09-10,2500,72.27
1991-10-17,500,35.21
1991-10-17,2000,59.0
1991-10-17,1000,40.1
1991-10-17,1500,48.29
1991-10-17,2600,65.48
1991-10-17,100,34.49
1991-11-12,1000,24.33
1991-11-12,2500,33.43
1991-11-12,2000,31.01
1991-11-12,100,24.12
1991-11-12,1500,24.46
1991-11-12,500,24.24
1991-12-12,2000,27.66
1991-12-12,100,13.53
1991-12-12,1500,23.92
1991-12-12,1000,19.06
1991-12-12,500,14.14
1991-12-12,2600,53.17
1991-12-12,2500,40.83
1992-01-30,1500,13.46
1992-01-30,2700,27.42
1992-01-30,2000,17.02
1992-01-30,1000,13.21
1992-01-30,2500,27.61
1992-01-30,500,13.22
1992-01-30,100,13.07
1992-02-11,2000,16.52
1992-02-11,100,15.11
1992-02-11,500,15.1
1992-02-11,2500,31.16
1992-02-11,1500,14.78
1992-02-11,1000,14.78
1992-02-20,1000,14.97
1992-02-20,2700,22.22
1992-02-20,1500,15.4
1992-02-20,100,15.24
1992-02-20,2500,21.03
1992-02-20,2000,16.94
1992-02-20,500,15.21
1992-02-27,2000,16.53
1992-02-27,500,15.57
1992-02-27,1000,15.32
1992-02-27,2500,18.69
1992-02-27,100,15.79
1992-02-27,1500,15.77
1992-03-04,500,15.94
1992-03-04,2500,16.53
1992-03-04,1000,15.86
1992-03-04,100,15.81
1992-03-04,1500,16.28
1992-03-04,2000,16.79
1992-03-19,1500,15.21
1992-03-19,1000,13.56
1992-03-19,100,12.54
1992-03-19,500,12.52
1992-03-19,2000,15.22
1992-03-19,2500,16.58
1992-03-26,1000,10.15
1992-03-26,500,10.04
1992-03-26,1500,10.7
1992-03-26,2500,14.62
1992-03-26,2000,13.97
1992-03-26,100,10.01
1992-03-30,2700,15.13
1992-03-30,100,7.2
1992-03-30,1000,7.48
1992-03-30,500,7.4
1992-03-30,2500,15.14
1992-03-30,1500,7.42
1992-03-30,2000,9.95
1992-04-21,2700,14.74
1992-04-21,500,6.59
1992-04-21,1500,7.78
1992-04-21,100,6.57
1992-04-21,2000,10.61
1992-04-21,2500,14.62
1992-04-21,1000,6.62
1992-05-13,2000,15.62
1992-05-13,1500,9.47
1992-05-13,500,6.77
1992-05-13,2500,21.67
1992-05-13,2700,21.88
1992-05-13,100,6.59
1992-05-13,1000,7.9
1992-06-16,1000,6.18
1992-06-16,100,7.16
1992-06-16,2500,55.33
1992-06-16,2700,50.19
1992-06-16,2000,5.37
1992-06-16,500,7.14
1992-06-16,1500,5.07
1992-07-09,2500,52.88
1992-07-09,1500,9.3
1992-07-09,500,5.93
1992-07-09,2000,25.0
1992-07-09,2700,54.04
1992-07-09,1000,6.88
1992-07-09,100,5.69
1992-08-06,1500,24.91
1992-08-06,100,8.01
1992-08-06,1000,16.15
1992-08-06,500,12.97
1992-08-06,2000,30.74
1992-08-06,2500,34.94
1992-08-17,100,7.48
1992-08-17,1000,27.01
1992-08-17,1500,33.44
1992-08-17,2600,39.95
1992-08-17,2500,40.17
1992-08-17,2000,36.35
1992-08-17,500,19.73
1992-08-27,2500,38.36
1992-08-27,1000,22.33
1992-08-27,2000,37.89
1992-08-27,500,8.88
1992-08-27,1500,30.22
1992-08-27,100,8.58
1992-09-03,1000,26.4
1992-09-03,500,25.74
1992-09-03,2000,27.03
1992-09-03,100,25.77
1992-09-03,1500,26.4
1992-09-03,2500,36.03
1992-09-09,1500,32.14
1992-09-09,2000,38.64
1992-09-09,1000,23.95
1992-09-09,2500,39.55
1992-09-09,500,5.02
1992-09-09,100,4.77
1992-09-09,2700,39.18
1992-09-17,2000,45.9
1992-09-17,2500,47.42
1992-09-17,100,7.15
1992-09-17,500,6.98
1992-09-17,1500,24.47
1992-09-17,1000,13.09
1992-09-24,100,10.0
1992-09-24,500,10.4
1992-09-24,1000,15.99
1992-09-24,1500,24.38
1992-09-24,2000,41.73
1992-09-24,2500,52.22
1992-10-01,2500,59.3
1992-10-01,100,8.98
1992-10-01,1000,9.28
1992-10-01,500,8.94
1992-10-01,1500,13.78
1992-10-01,2000,27.24
1992-10-12,1000,12.27
1992-10-12,2700,15.39
1992-10-12,2500,15.44
1992-10-12,100,12.22
1992-10-12,2000,11.72
1992-10-12,500,12.32
1992-10-12,1500,12.23
1992-11-16,100,19.76
1992-11-16,1500,19.97
1992-11-16,2000,24.6
1992-11-16,2500,24.98
1992-11-16,500,20.22
1992-11-16,1000,20.32
1992-12-15,1500,22.97
1992-12-15,2500,30.85
1992-12-15,2000,27.85
1992-12-15,1000,21.54
1992-12-15,100,21.54
1992-12-15,2700,31.07
1992-12-15,500,21.46
1993-01-19,2700,19.36
1993-01-19,1500,22.08
1993-01-19,100,22.19
1993-01-19,2000,21.99
1993-01-19,500,22.23
1993-01-19,1000,22.14
1993-01-19,2500,19.4
1993-02-02,2500,21.9
1993-02-02,2000,21.9
1993-02-02,500,17.5
1993-02-02,1000,19.6
1993-02-02,1500,20.9
1993-02-02,100,17.0
1993-02-10,2000,21.6
1993-02-10,2500,20.4
1993-02-10,100,19.3
1993-02-10,1500,20.9
1993-02-10,1000,20.9
1993-02-10,500,19.1
1993-02-14,100,20.57
1993-02-14,1000,20.54
1993-02-14,500,20.67
1993-02-14,2000,18.14
1993-02-14,2500,20.07
1993-02-14,1500,19.7
1993-02-14,2700,20.48
1993-02-24,1000,20.0
1993-02-24,100,15.4
1993-02-24,2000,29.6
1993-02-24,500,15.9
1993-02-24,1500,30.0
1993-02-24,2500,19.5
1993-03-04,100,18.3
1993-03-04,500,18.3
1993-03-04,1000,19.0
1993-03-04,1500,19.3
1993-03-04,2500,23.4
1993-03-04,2000,20.2
1993-03-09,1000,18.4
1993-03-09,500,17.6
1993-03-09,2000,20.7
1993-03-09,100,18.3
1993-03-09,2500,24.0
1993-03-09,1500,19.5
1993-03-16,2700,26.65
1993-03-16,2000,20.91
1993-03-16,2500,26.69
1993-03-16,100,10.63
1993-03-16,500,10.55
1993-03-16,1500,17.31
1993-03-16,1000,16.17
1993-03-24,1500,10.3
1993-03-24,100,0.4
1993-03-24,2500,16.1
1993-03-24,500,1.1
1993-03-24,1000,7.1
1993-03-24,2000,12.2
1993-03-31,2500,22.3
1993-03-31,500,1.1
1993-03-31,1000,2.0
1993-03-31,2000,15.4
1993-03-31,100,1.0
1993-03-31,1500,6.3
1993-04-05,2000,12.4
1993-04-05,1500,6.3
1993-04-05,1000,3.3
1993-04-05,2500,19.6
1993-04-05,500,2.9
1993-04-05,100,3.0
1993-04-15,1500,3.79
1993-04-15,2700,33.41
1993-04-15,100,3.14
1993-04-15,2500,32.16
1993-04-15,1000,3.35
1993-04-15,2000,5.82
1993-04-15,500,3.07
1993-04-21,1000,2.6
1993-04-21,1500,2.8
1993-04-21,100,2.6
1993-04-21,500,2.6
1993-04-21,2500,19.6
1993-04-21,2000,5.8
1993-05-17,2600,56.49
1993-05-17,1500,2.68
1993-05-17,1000,2.12
1993-05-17,2000,14.4
1993-05-17,2500,50.36
1993-05-17,500,1.39
1993-05-17,100,1.36
1993-06-14,2700,32.27
1993-06-14,500,2.6
1993-06-14,2000,16.52
1993-06-14,100,2.45
1993-06-14,1000,14.33
1993-06-14,2500,24.94
1993-06-14,1500,23.52
1993-07-13,1500,15.67
1993-07-13,2500,36.51
1993-07-13,2700,40.69
1993-07-13,100,0.67
1993-07-13,500,0.66
1993-07-13,2000,22.15
1993-07-13,1000,2.77
1993-08-23,2700,49.07
1993-08-23,2500,43.33
1993-08-23,500,2.64
1993-08-23,1500,10.3
1993-08-23,100,2.29
1993-08-23,1000,9.37
1993-08-23,2000,28.24
1993-09-16,1000,7.74
1993-09-16,2500,48.01
1993-09-16,2000,7.23
1993-09-16,1500,7.47
1993-09-16,100,7.9
1993-09-16,500,7.83
1993-09-16,2700,51.42
1993-10-12,2700,69.62
1993-10-12,2000,11.57
1993-10-12,1000,11.25
1993-10-12,2500,62.57
1993-10-12,500,11.77
1993-10-12,1500,11.17
1993-10-12,100,11.64
1993-11-15,500,13.11
1993-11-15,2500,33.58
1993-11-15,1500,13.85
1993-11-15,2000,15.48
1993-11-15,100,12.84
1993-11-15,2600,33.37
1993-11-15,1000,13.26
1993-12-16,100,18.43
1993-12-16,500,18.81
1993-12-16,1000,18.6
1993-12-16,2700,15.61
1993-12-16,2500,15.65
1993-12-16,1500,17.55
1993-12-16,2000,15.66
1994-01-25,1500,20.93
1994-01-25,2700,24.95
1994-01-25,2500,24.46
1994-01-25,500,20.0
1994-01-25,300,
1994-01-25,100,20.06
1994-01-25,2000,23.51
1994-01-25,1000,20.59
1994-01-25,200,
1994-02-23,2000,20.08
1994-02-23,2600,20.68
1994-02-23,200,
1994-02-23,2500,20.39
1994-02-23,500,19.15
1994-02-23,300,
1994-02-23,1000,19.38
1994-02-23,100,19.22
1994-02-23,1500,19.74
1994-03-15,200,
1994-03-15,2000,18.77
1994-03-15,300,
1994-03-15,100,14.6
1994-03-15,2700,20.18
1994-03-15,1000,14.63
1994-03-15,1500,16.34
1994-03-15,2500,20.13
1994-03-15,500,14.61
1994-04-18,2000,0.02
1994-04-18,200,
1994-04-18,300,
1994-04-18,2500,0.2
1994-04-18,1000,0.35
1994-04-18,1500,0.08
1994-04-18,100,0.33
1994-04-18,2700,0.35
1994-04-18,500,0.49
1994-05-25,2000,8.67
1994-05-25,1500,1.19
1994-05-25,200,
1994-05-25,300,
1994-05-25,2500,21.78
1994-05-25,1000,0.76
1994-05-25,100,0.19
1994-05-25,500,0.14
1994-05-25,2700,21.31
1994-06-21,1000,7.26
1994-06-21,100,0.03
1994-06-21,1500,14.29
1994-06-21,300,
1994-06-21,2600,25.22
1994-06-21,200,
1994-06-21,2500,26.05
1994-06-21,500,0.2
1994-06-21,2000,23.4
1994-07-27,300,
1994-07-27,100,2.71
1994-07-27,2000,17.32
1994-07-27,1000,4.31
1994-07-27,200,
1994-07-27,1500,5.23
1994-07-27,2600,58.13
1994-07-27,500,3.73
1994-07-27,2500,58.21
1994-08-17,1500,17.64
1994-08-17,1000,5.8
1994-08-17,100,3.76
1994-08-17,2500,56.42
1994-08-17,500,4.11
1994-08-17,2600,56.52
1994-08-17,2000,50.12
1994-09-18,100,18.49
1994-09-18,500,19.34
1994-09-18,200,
1994-09-18,1000,23.01
1994-09-18,2500,39.21
1994-09-18,300,
1994-09-18,2400,38.37
1994-09-18,1500,28.32
1994-09-18,2000,35.21
1994-10-20,100,10.27
1994-10-20,1500,22.19
1994-10-20,1000,11.23
1994-10-20,2000,23.83
1994-10-20,300,
1994-10-20,2500,25.61
1994-10-20,200,
1994-10-20,2700,27.18
1994-10-20,500,10.27
1994-11-14,2600,78.86
1994-11-14,300,
1994-11-14,2000,2.73
1994-11-14,2500,54.67
1994-11-14,100,2.64
1994-11-14,200,
1994-11-14,500,2.9
1994-11-14,1500,2.83
1994-11-14,1000,2.97
1994-12-12,1500,14.68
1994-12-12,2600,18.39
1994-12-12,100,10.37
1994-12-12,2000,15.72
1994-12-12,500,13.1
1994-12-12,1000,14.63
1994-12-12,2500,17.23
1994-12-12,200,
1994-12-12,300,
1995-01-18,100,15.88
1995-01-18,2600,20.95
1995-01-18,1500,16.05
1995-01-18,1000,15.99
1995-01-18,300,
1995-01-18,200,
1995-01-18,2000,16.15
1995-01-18,2500,20.58
1995-01-18,500,16.0
1995-02-06,2600,19.72
1995-02-06,1000,17.82
1995-02-06,500,17.43
1995-02-06,200,
1995-02-06,1500,18.06
1995-02-06,2500,18.58
1995-02-06,2000,18.21
1995-02-06,100,17.61
1995-02-06,300,
1995-03-21,300,
1995-03-21,500,10.04
1995-03-21,2600,15.73
1995-03-21,2500,16.23
1995-03-21,200,
1995-03-21,1500,13.53
1995-03-21,2000,15.88
1995-03-21,1000,10.46
1995-03-21,100,10.44
1995-04-18,300,
1995-04-18,100,1.3
1995-04-18,1000,1.23
1995-04-18,1500,1.55
1995-04-18,200,
1995-04-18,500,1.42
1995-04-18,2600,16.72
1995-04-18,2000,12.59
1995-04-18,2500,14.61
1995-05-08,2500,25.3
1995-05-08,300,
1995-05-08,200,
1995-05-08,1000,2.75
1995-05-08,100,2.78
1995-05-08,2000,7.33
1995-05-08,2600,27.53
1995-05-08,1500,2.61
1995-05-08,500,2.66
1995-06-08,1000,7.18
1995-06-08,500,3.65
1995-06-08,1500,11.09
1995-06-08,2700,34.51
1995-06-08,100,3.65
1995-06-08,2000,16.77
1995-06-08,300,
1995-06-08,200,
1995-06-08,2500,33.46
1995-07-13,100,3.34
1995-07-13,2700,43.0
1995-07-13,1500,24.06
1995-07-13,2000,26.23
1995-07-13,500,6.03
1995-07-13,2500,35.54
1995-07-13,300,
1995-07-13,200,
1995-07-13,1000,11.81
1995-08-23,100,3.22
1995-08-23,2500,47.28
1995-08-23,2000,55.38
1995-08-23,1500,34.46
1995-08-23,200,
1995-08-23,2700,45.96
1995-08-23,300,
1995-08-23,500,9.11
1995-08-23,1000,14.86
1995-09-13,2500,49.38
1995-09-13,2000,37.1
1995-09-13,500,8.23
1995-09-13,300,
1995-09-13,2700,52.4
1995-09-13,1000,10.11
1995-09-13,200,
1995-09-13,1500,19.23
1995-09-13,100,8.35
1995-10-30,500,19.97
1995-10-30,1500,25.06
1995-10-30,200,
1995-10-30,100,9.81
1995-10-30,300,
1995-10-30,2000,23.64
