DATE,DEPTH,CTDTMP
2006-10-11,2500,12.38
2006-11-14,100,10.57
2006-11-14,500,10.58
2006-11-14,1000,10.58
2006-11-14,1500,10.6
2006-11-14,2000,11.03
2006-11-14,2500,13.0
2006-12-12,100,8.49
2006-12-12,500,8.49
2006-12-12,1000,8.59
2006-12-12,1500,8.64
2006-12-12,2000,8.91
2006-12-12,2500,8.98
2007-02-22,100,3.93
2007-02-22,500,3.86
2007-02-22,1000,3.83
2007-02-22,1500,3.83
2007-02-22,2000,3.9
2007-02-22,2500,3.92
2007-03-15,100,5.19
2007-03-15,500,5.16
2007-03-15,1000,4.41
2007-03-15,1500,3.97
2007-03-15,2000,3.78
2007-03-15,2500,3.89
2007-04-05,100,6.8
2007-04-05,500,6.81
2007-04-05,1000,6.78
2007-04-05,1500,6.65
2007-04-05,2000,4.74
2007-04-05,2500,4.97
2007-05-04,100,11.33
2007-05-04,500,9.45
2007-05-04,1000,8.19
2007-05-04,1500,7.4
2007-05-04,2000,5.19
2007-05-04,2500,5.19
2007-05-14,100,10.86
2007-05-14,500,10.85
2007-05-14,1000,10.05
2007-05-14,1500,7.76
2007-05-14,2000,5.81
2007-05-14,2500,5.32
2007-06-14,100,18.36
2007-06-14,500,18.3
2007-06-14,1000,15.55
2007-06-14,1500,13.91
2007-06-14,2000,9.14
2007-06-14,2500,5.87
2007-07-12,100,
2007-07-12,500,
2007-07-12,1000,
2007-07-12,1500,
2007-07-12,2000,
2007-07-12,2500,
2007-08-16,100,17.8
2007-08-16,500,17.39
2007-08-16,1000,14.26
2007-08-16,1500,13.43
2007-08-16,2000,13.16
2007-08-16,2500,12.78
2007-09-12,100,16.04
2007-09-12,500,16.04
2007-09-12,1000,16.02
2007-09-12,1500,16.0
2007-09-12,2000,13.77
2007-09-12,2500,12.49
2007-10-16,100,13.12
2007-10-16,500,13.12
2007-10-16,1000,13.13
2007-10-16,1500,13.68
2007-10-16,2000,13.9
2007-10-16,2500,13.8
2007-11-13,100,8.86
2007-11-13,500,8.88
2007-11-13,1000,9.19
2007-11-13,1500,9.97
2007-11-13,2000,10.86
2007-11-13,2500,12.98
2007-12-11,100,6.82
2007-12-11,500,6.81
2007-12-11,1000,6.84
2007-12-11,1500,7.0
2007-12-11,2000,7.21
2007-12-11,2500,7.71
2008-01-17,100,4.44
2008-01-17,500,4.45
2008-01-17,1000,4.45
2008-01-17,1500,4.44
2008-01-17,2000,4.44
2008-01-17,2500,4.44
2008-02-19,100,3.52
2008-02-19,500,3.57
2008-02-19,1000,3.77
2008-02-19,1500,3.81
2008-02-19,2000,5.04
2008-02-19,2500,5.16
2008-03-01,0,
2008-04-16,100,6.94
2008-04-16,500,7.22
2008-04-16,1000,6.38
2008-04-16,1500,5.98
2008-04-16,2000,5.36
2008-04-16,2500,5.05
2008-05-20,100,13.74
2008-05-20,500,13.76
2008-05-20,1000,13.59
2008-05-20,1500,8.96
2008-05-20,2000,5.88
2008-05-20,2500,5.63
2008-06-24,100,15.42
2008-06-24,500,14.63
2008-06-24,1000,13.48
2008-06-24,1500,10.27
2008-06-24,2000,8.41
2008-06-24,2500,7.57
2008-07-09,100,15.06
2008-07-09,500,14.59
2008-07-09,1000,11.3
2008-07-09,1500,11.48
2008-07-09,2000,10.38
2008-07-09,2500,9.87
2008-08-19,100,17.74
2008-08-19,500,17.06
2008-08-19,1000,15.37
2008-08-19,1500,13.91
2008-08-19,2000,11.47
2008-08-19,2500,10.98
2008-09-15,100,15.81
2008-09-15,500,15.79
2008-09-15,1000,15.81
2008-09-15,1500,15.76
2008-09-15,2000,15.61
2008-09-15,2500,12.09
2008-09-16,100,15.47
2008-09-16,500,15.45
2008-09-16,1000,15.42
2008-09-16,1500,15.42
2008-09-16,2000,15.2
2008-09-16,2500,12.22
2008-09-17,100,15.67
2008-09-17,500,15.46
2008-09-17,1000,15.63
2008-09-17,1500,15.51
2008-09-17,2000,14.74
2008-09-17,2500,12.14
2008-09-18,100,15.3
2008-09-18,500,15.28
2008-09-18,1000,15.61
2008-09-18,1500,15.48
2008-09-18,2000,15.14
2008-09-18,2500,12.14
2008-10-27,100,12.31
2008-10-27,500,12.3
2008-10-27,1000,12.45
2008-10-27,1500,12.62
2008-10-27,2000,12.69
2008-10-27,2500,12.68
2008-11-17,100,9.59
2008-11-17,500,9.6
2008-11-17,1000,9.79
2008-11-17,1500,11.09
2008-11-17,2000,11.73
2008-11-17,2500,11.68
2008-12-08,100,6.56
2008-12-08,500,6.56
2008-12-08,1000,6.58
2008-12-08,1500,6.76
2008-12-08,2000,8.61
2008-12-08,2500,9.65
2019-10-29,100,12.135
2019-10-29,500,12.131
2019-10-29,1000,12.19
2019-10-29,1500,13.111
2019-10-29,2000,13.28
2019-10-29,2500,13.684
2019-11-19,100,
2019-11-19,500,
2019-11-19,1000,
2019-11-19,1500,
2019-11-19,2000,
2019-11-19,2500,
2019-12-10,100,
2019-12-10,500,
2019-12-10,1000,
2019-12-10,1500,
2019-12-10,2000,
2019-12-10,2500,
2020-01-07,100,5.956
2020-01-07,500,5.961
2020-01-07,1000,5.961
2020-01-07,1500,7.177
2020-01-07,2000,8.042
2020-01-07,2500,8.311
2020-03-03,100,5.244
2020-03-03,500,5.231
2020-03-03,1000,5.127
2020-03-03,1500,5.134
2020-03-03,2000,5.182
2020-03-03,2500,5.301
2020-04-28,100,9.828
2020-04-28,500,9.652
2020-04-28,1000,7.943
2020-04-28,1500,6.936
2020-04-28,2000,6.175
2020-04-28,2500,6.113
2020-05-19,100,11.299
2020-05-19,500,11.275
2020-05-19,1000,11.212
2020-05-19,1500,8.146
2020-05-19,2000,7.358
2020-05-19,2500,6.545
2020-06-09,100,13.88
2020-06-09,500,13.878
2020-06-09,1000,10.705
2020-06-09,1500,10.712
2020-06-09,2000,7.53
2020-06-09,2500,7.548
2020-07-01,100,14.904
2020-07-01,500,14.783
2020-07-01,1000,14.436
2020-07-01,1500,13.198
2020-07-01,2000,11.49
2020-07-01,2500,8.914
2020-07-30,100,13.452
2020-07-30,500,14.563
2020-07-30,1000,13.999
2020-07-30,1500,12.934
2020-07-30,2000,12.832
2020-07-30,2500,12.976
2020-08-24,100,
2020-08-24,500,
2020-08-24,1000,
2020-08-24,1500,
2020-08-24,2000,
2020-08-24,2500,
2020-09-15,100,17.293
2020-09-15,500,17.084
2020-09-15,1000,15.178
2020-09-15,1500,14.311
2020-09-15,2000,13.098
2020-09-15,2500,13.048
2021-02-17,100,1.427
2021-02-17,500,1.728
2021-02-17,1000,1.728
2021-02-17,1500,1.8
2021-02-17,2000,1.741
2021-02-17,2500,1.815
2021-03-16,100,3.01
2021-03-16,500,2.939
2021-03-16,1000,2.968
2021-03-16,1500,2.952
2021-03-16,2000,2.797
2021-03-16,2500,3.201
2021-04-07,100,4.73
2021-04-07,500,4.738
2021-04-07,1000,4.712
2021-04-07,1500,4.698
2021-04-07,2000,4.227
2021-04-07,2500,4.212
2021-05-26,100,8.9
2021-05-26,500,8.874
2021-05-26,1000,8.316
2021-05-26,1500,7.755
2021-05-26,2000,6.072
2021-05-26,2500,5.927
2021-06-09,100,15.393
2021-06-09,500,15.166
2021-06-09,1000,15.088
2021-06-09,1500,11.063
2021-06-09,2000,8.935
2021-06-09,2500,6.302
2021-07-21,2500,
2021-07-21,2000,
2021-07-21,1500,
2021-07-21,1000,
2021-07-21,500,
2021-07-21,100,
2021-08-21,100,
2021-08-21,500,
2021-08-21,1000,
2021-08-21,1500,
2021-08-21,2000,
2021-08-21,2500,
2021-09-01,100,17.056
2021-09-01,500,16.988
2021-09-01,1000,16.666
2021-09-01,1500,12.547
2021-09-01,2000,11.939
2021-09-01,2500,11.112
2021-10-06,100,14.675
2021-10-06,500,14.857
2021-10-06,1000,14.705
2021-10-06,1500,14.561
2021-10-06,2000,13.285
2021-10-06,2500,12.747
2021-11-03,100,11.717
2021-11-03,500,12.445
2021-11-03,1000,12.28
2021-11-03,1500,12.129
2021-11-03,2000,11.958
2021-11-03,2500,11.926
2022-02-02,100,4.606
2022-02-02,500,4.608
2022-02-02,1000,4.607
2022-02-02,1500,4.611
2022-02-02,2000,4.611
2022-02-02,2500,4.987
2022-03-02,100,4.304
2022-03-02,500,4.304
2022-03-02,1000,4.33
2022-03-02,1500,4.397
2022-03-02,2000,4.569
2022-03-02,2500,4.686
2022-04-12,100,5.605
2022-04-12,500,5.603
2022-04-12,1000,5.535
2022-04-12,1500,5.28
2022-04-12,2000,4.8
2022-04-12,2500,4.815
2022-05-03,100,10.153
2022-05-03,500,9.661
2022-05-03,1000,6.934
2022-05-03,1500,5.721
2022-05-03,2000,5.037
2022-05-03,2500,4.989
1999-06-18,100,16.13
1999-06-18,500,16.12
1999-06-18,1000,13.62
1999-06-18,1500,9.79
1999-06-18,2000,5.88
1999-06-18,2500,6.15
2012-05-14,0,
,0,
2019-12-10,0,
2020-10-16,100,12.853
2020-10-16,500,13.026
2020-10-16,1000,13.239
2020-10-16,1500,13.194
2020-10-16,2000,13.086
2020-10-16,2500,13.688
2021-07-20,100,21.421
2021-07-20,500,21.429
2021-07-20,1000,21.015
2021-07-20,1500,14.075
2021-07-20,2000,9.063
2021-07-20,2500,8.534
